condition,epoch,ef,recall,edge_count,gate_open,window_mean_gap,gap_ratio,n_efhigh_queries,served_ef
adaptive_eh,8,64,0.953,0,False,0.0,0.0,0,64
adaptive_eh,8,128,0.9848000000000001,0,False,0.0,0.0,0,128
adaptive_eh,9,32,0.8992,0,False,0.0,0.0,0,32
adaptive_eh,9,64,0.95,0,False,0.0,0.0,0,64
adaptive_eh,9,128,0.9792000000000001,0,False,0.0,0.0,0,128
adaptive_eh,10,32,0.8982,0,False,0.0,0.0,0,32
adaptive_eh,10,64,0.952,0,False,0.0,0.0,0,64
adaptive_eh,10,128,0.98,0,False,0.0,0.0,0,128
adaptive_eh,11,32,0.8994000000000001,0,False,0.0,0.0,0,32
adaptive_eh,11,64,0.9552,0,False,0.0,0.0,0,64
adaptive_eh,11,128,0.981,0,False,0.0,0.0,0,128
adaptive_eh,12,32,0.894,0,False,0.0,0.0,0,32
adaptive_eh,12,64,0.947,0,False,0.0,0.0,0,64
adaptive_eh,12,128,0.9783999999999999,0,False,0.0,0.0,0,128
adaptive_eh,13,32,0.7624000000000001,17004,False,0.0,0.0,0,32
adaptive_eh,13,64,0.8676,17004,False,0.0,0.0,0,64
adaptive_eh,13,128,0.934,17004,False,0.0,0.0,0,128
adaptive_eh,14,32,0.7652,28348,False,0.0,0.0,0,32
adaptive_eh,14,64,0.869,28348,False,0.0,0.0,0,64
adaptive_eh,14,128,0.9322,28348,False,0.0,0.0,0,128
adaptive_eh,15,32,0.7746000000000001,33284,False,0.0,0.0,0,32
adaptive_eh,15,64,0.875,33284,False,0.0,0.0,0,64
adaptive_eh,15,128,0.9334000000000001,33284,False,0.0,0.0,0,128
adaptive_eh,16,32,0.787,38840,False,0.0,0.0,0,32
adaptive_eh,16,64,0.8752000000000001,38840,False,0.0,0.0,0,64
adaptive_eh,16,128,0.9366,38840,False,0.0,0.0,0,128
adaptive_eh,17,32,0.775,43570,False,0.0,0.0,0,32
adaptive_eh,17,64,0.8796,43570,False,0.0,0.0,0,64
adaptive_eh,17,128,0.9366000000000001,43570,False,0.0,0.0,0,128
adaptive_eh,18,32,0.771,48010,False,0.0,0.0,0,32
adaptive_eh,18,64,0.8737999999999999,48010,False,0.0,0.0,0,64
adaptive_eh,18,128,0.9364000000000001,48010,False,0.0,0.0,0,128
adaptive_eh,19,32,0.779,52800,False,0.0,0.0,0,32
adaptive_eh,19,64,0.8767999999999999,52800,False,0.0,0.0,0,64
adaptive_eh,19,128,0.9380000000000002,52800,False,0.0,0.0,0,128
adaptive_eh,20,32,0.7704000000000001,57245,False,0.0,0.0,0,32
adaptive_eh,20,64,0.8658,57245,False,0.0,0.0,0,64
adaptive_eh,20,128,0.9364,57245,False,0.0,0.0,0,128
adaptive_eh,21,32,0.7916000000000001,57245,False,0.0,0.0,0,32
adaptive_eh,21,64,0.875,57245,False,0.0,0.0,0,64
adaptive_eh,21,128,0.9342,57245,False,0.0,0.0,0,128
adaptive_eh,22,32,0.7704,57245,False,0.0,0.0,0,32
adaptive_eh,22,64,0.8814000000000001,57245,False,0.0,0.0,0,64
adaptive_eh,22,128,0.9412,57245,False,0.0,0.0,0,128
adaptive_eh,23,32,0.8066,57245,False,0.0,0.0,0,32
adaptive_eh,23,64,0.8938,57245,False,0.0,0.0,0,64
adaptive_eh,23,128,0.9482,57245,False,0.0,0.0,0,128
adaptive_eh,24,32,0.7860000000000001,57245,False,0.0,0.0,0,32
adaptive_eh,24,64,0.8858,57245,False,0.0,0.0,0,64
adaptive_eh,24,128,0.9412,57245,False,0.0,0.0,0,128
ef_escalate,0,32,0.8986000000000002,0,False,0.0,0.0,45,32
ef_escalate,0,64,0.9526000000000001,0,False,0.0,0.0,45,32
ef_escalate,0,128,0.977,0,False,0.0,0.0,45,32
ef_escalate,1,32,0.906,0,False,0.0,0.0,50,32
ef_escalate,1,64,0.9542,0,False,0.0,0.0,50,32
ef_escalate,1,128,0.981,0,False,0.0,0.0,50,32
ef_escalate,2,32,0.9102,0,False,0.0,0.0,50,32
ef_escalate,2,64,0.958,0,False,0.0,0.0,50,32
ef_escalate,2,128,0.9822000000000001,0,False,0.0,0.0,50,32
ef_escalate,3,32,0.8986000000000002,0,False,0.0,0.0,41,32
ef_escalate,3,64,0.951,0,False,0.0,0.0,41,32
ef_escalate,3,128,0.9774,0,False,0.0,0.0,41,32
ef_escalate,4,32,0.9044,0,False,0.0,0.0,58,32
ef_escalate,4,64,0.9526000000000001,0,False,0.0,0.0,58,32
ef_escalate,4,128,0.978,0,False,0.0,0.0,58,32
ef_escalate,5,32,0.8916000000000001,0,False,1.24,1.6266666666666667,50,32
ef_escalate,5,64,0.9484000000000001,0,False,1.24,1.6266666666666667,50,32
ef_escalate,5,128,0.9772000000000001,0,False,1.24,1.6266666666666667,50,32
ef_escalate,6,32,0.8892,0,True,1.345132743362832,1.7645827386050055,63,64
ef_escalate,6,64,0.9498000000000001,0,True,1.345132743362832,1.7645827386050055,63,64
ef_escalate,6,128,0.9782000000000001,0,True,1.345132743362832,1.7645827386050055,63,64
ef_escalate,7,32,0.9072,0,True,1.2469135802469136,1.6357360945174566,49,64
ef_escalate,7,64,0.9574,0,True,1.2469135802469136,1.6357360945174566,49,64
ef_escalate,7,128,0.9816,0,True,1.2469135802469136,1.6357360945174566,49,64
ef_escalate,8,32,0.9,0,True,1.2067307692307692,1.5830231596360629,46,64
ef_escalate,8,64,0.953,0,True,1.2067307692307692,1.5830231596360629,46,64
ef_escalate,8,128,0.9848000000000001,0,True,1.2067307692307692,1.5830231596360629,46,64
ef_escalate,9,32,0.8992,0,True,1.1330645161290323,1.4863857093305586,40,64
ef_escalate,9,64,0.95,0,True,1.1330645161290323,1.4863857093305586,40,64
ef_escalate,9,128,0.9792000000000001,0,True,1.1330645161290323,1.4863857093305586,40,64
ef_escalate,10,32,0.8982,0,True,1.137123745819398,1.491710720322221,51,64
ef_escalate,10,64,0.952,0,True,1.137123745819398,1.491710720322221,51,64
ef_escalate,10,128,0.98,0,True,1.137123745819398,1.491710720322221,51,64
ef_escalate,11,32,0.8994000000000001,0,True,1.15,1.5086021505376344,50,64
ef_escalate,11,64,0.9552,0,True,1.15,1.5086021505376344,50,64
ef_escalate,11,128,0.981,0,True,1.15,1.5086021505376344,50,64
ef_escalate,12,32,0.894,0,True,1.0733333333333333,1.4080286738351253,49,64
ef_escalate,12,64,0.947,0,True,1.0733333333333333,1.4080286738351253,49,64
ef_escalate,12,128,0.9783999999999999,0,True,1.0733333333333333,1.4080286738351253,49,64
ef_escalate,13,32,0.7624000000000001,0,True,1.3033333333333332,1.7097491039426522,48,64
ef_escalate,13,64,0.8676,0,True,1.3033333333333332,1.7097491039426522,48,64
ef_escalate,13,128,0.934,0,True,1.3033333333333332,1.7097491039426522,48,64
ef_escalate,14,32,0.7652,0,True,1.4866666666666666,1.9502508960573477,50,64
ef_escalate,14,64,0.869,0,True,1.4866666666666666,1.9502508960573477,50,64
ef_escalate,14,128,0.9322,0,True,1.4866666666666666,1.9502508960573477,50,64
ef_escalate,15,32,0.7746000000000001,0,True,1.73,2.269462365591398,49,64
ef_escalate,15,64,0.875,0,True,1.73,2.269462365591398,49,64
ef_escalate,15,128,0.9334000000000001,0,True,1.73,2.269462365591398,49,64
ef_escalate,16,32,0.7847999999999999,0,True,1.8,2.361290322580645,40,64
ef_escalate,16,64,0.874,0,True,1.8,2.361290322580645,40,64
ef_escalate,16,128,0.9362,0,True,1.8,2.361290322580645,40,64
ef_escalate,17,32,0.774,0,True,1.95,2.5580645161290323,46,64
ef_escalate,17,64,0.879,0,True,1.95,2.5580645161290323,46,64
ef_escalate,17,128,0.9364000000000001,0,True,1.95,2.5580645161290323,46,64
ef_escalate,18,32,0.7692,0,True,2.15,2.8204301075268816,48,64
ef_escalate,18,64,0.8732000000000001,0,True,2.15,2.8204301075268816,48,64
ef_escalate,18,128,0.936,0,True,2.15,2.8204301075268816,48,64
ef_escalate,19,32,0.7766000000000001,0,True,2.18,2.8597849462365597,61,64
ef_escalate,19,64,0.8756,0,True,2.18,2.8597849462365597,61,64
ef_escalate,19,128,0.9376000000000001,0,True,2.18,2.8597849462365597,61,64
ef_escalate,20,32,0.7647999999999999,0,True,2.243333333333333,2.942867383512545,55,64
ef_escalate,20,64,0.8622000000000001,0,True,2.243333333333333,2.942867383512545,55,64
ef_escalate,20,128,0.9346,0,True,2.243333333333333,2.942867383512545,55,64
ef_escalate,21,32,0.7844000000000001,0,True,2.24,2.9384946236559144,34,64
ef_escalate,21,64,0.8694,0,True,2.24,2.9384946236559144,34,64
ef_escalate,21,128,0.9328,0,True,2.24,2.9384946236559144,34,64
ef_escalate,22,32,0.7686000000000001,0,True,2.3466666666666667,3.0784229390681004,57,64
ef_escalate,22,64,0.8806000000000002,0,True,2.3466666666666667,3.0784229390681004,57,64
ef_escalate,22,128,0.941,0,True,2.3466666666666667,3.0784229390681004,57,64
ef_escalate,23,32,0.7994000000000001,0,True,2.3066666666666666,3.0259498207885307,40,64
ef_escalate,23,64,0.8912,0,True,2.3066666666666666,3.0259498207885307,40,64
ef_escalate,23,128,0.9474000000000001,0,True,2.3066666666666666,3.0259498207885307,40,64
ef_escalate,24,32,0.781,0,True,2.2533333333333334,2.9559856630824375,50,64
ef_escalate,24,64,0.8836,0,True,2.2533333333333334,2.9559856630824375,50,64
ef_escalate,24,128,0.9406,0,True,2.2533333333333334,2.9559856630824375,50,64
ef_escalate_gateway,0,32,0.8986000000000002,0,False,0.0,0.0,45,32
ef_escalate_gateway,0,64,0.9526000000000001,0,False,0.0,0.0,45,32
ef_escalate_gateway,0,128,0.977,0,False,0.0,0.0,45,32
ef_escalate_gateway,1,32,0.906,0,False,0.0,0.0,50,32
ef_escalate_gateway,1,64,0.9542,0,False,0.0,0.0,50,32
ef_escalate_gateway,1,128,0.981,0,False,0.0,0.0,50,32
ef_escalate_gateway,2,32,0.9102,0,False,0.0,0.0,50,32
ef_escalate_gateway,2,64,0.958,0,False,0.0,0.0,50,32
ef_escalate_gateway,2,128,0.9822000000000001,0,False,0.0,0.0,50,32
ef_escalate_gateway,3,32,0.8986000000000002,0,False,0.0,0.0,41,32
ef_escalate_gateway,3,64,0.951,0,False,0.0,0.0,41,32
ef_escalate_gateway,3,128,0.9774,0,False,0.0,0.0,41,32
ef_escalate_gateway,4,32,0.9044,0,False,0.0,0.0,58,32
ef_escalate_gateway,4,64,0.9526000000000001,0,False,0.0,0.0,58,32
ef_escalate_gateway,4,128,0.978,0,False,0.0,0.0,58,32
ef_escalate_gateway,5,32,0.8916000000000001,0,False,1.24,1.6266666666666667,50,32
ef_escalate_gateway,5,64,0.9484000000000001,0,False,1.24,1.6266666666666667,50,32
ef_escalate_gateway,5,128,0.9772000000000001,0,False,1.24,1.6266666666666667,50,32
ef_escalate_gateway,6,32,0.9032,6093,True,1.2300884955752212,1.6136644780664193,500,64
ef_escalate_gateway,6,64,0.966,6093,True,1.2300884955752212,1.6136644780664193,500,64
ef_escalate_gateway,6,128,0.9818,6093,True,1.2300884955752212,1.6136644780664193,500,64
ef_escalate_gateway,7,32,0.9194,10726,True,1.117283950617284,1.4656843223151468,500,64
ef_escalate_gateway,7,64,0.969,10726,True,1.117283950617284,1.4656843223151468,500,64
ef_escalate_gateway,7,128,0.9844,10726,True,1.117283950617284,1.4656843223151468,500,64
ef_escalate_gateway,8,32,0.9166000000000001,14326,True,1.0432692307692308,1.3685897435897438,500,64
ef_escalate_gateway,8,64,0.97,14326,True,1.0432692307692308,1.3685897435897438,500,64
ef_escalate_gateway,8,128,0.9862000000000001,14326,True,1.0432692307692308,1.3685897435897438,500,64
ef_escalate_gateway,9,32,0.9158,17995,True,0.9879032258064516,1.2959590704127646,500,64
ef_escalate_gateway,9,64,0.965,17995,True,0.9879032258064516,1.2959590704127646,500,64
ef_escalate_gateway,9,128,0.9824,17995,True,0.9879032258064516,1.2959590704127646,500,64
ef_escalate_gateway,10,32,0.9044000000000001,17995,False,1.0100334448160535,1.3249901104038553,51,32
ef_escalate_gateway,10,64,0.9608,17995,False,1.0100334448160535,1.3249901104038553,51,32
ef_escalate_gateway,10,128,0.981,17995,False,1.0100334448160535,1.3249901104038553,51,32
ef_escalate_gateway,11,32,0.9154000000000001,20672,True,0.9866666666666667,1.2943369175627242,500,64
ef_escalate_gateway,11,64,0.9722000000000001,20672,True,0.9866666666666667,1.2943369175627242,500,64
ef_escalate_gateway,11,128,0.9865999999999999,20672,True,0.9866666666666667,1.2943369175627242,500,64
ef_escalate_gateway,12,32,0.9086,20672,False,0.9033333333333333,1.1850179211469534,49,32
ef_escalate_gateway,12,64,0.9592,20672,False,0.9033333333333333,1.1850179211469534,49,32
ef_escalate_gateway,12,128,0.9822000000000001,20672,False,0.9033333333333333,1.1850179211469534,49,32
ef_escalate_gateway,13,32,0.7624000000000001,20672,False,1.17,1.5348387096774194,48,32
ef_escalate_gateway,13,64,0.8676,20672,False,1.17,1.5348387096774194,48,32
ef_escalate_gateway,13,128,0.934,20672,False,1.17,1.5348387096774194,48,32
ef_escalate_gateway,14,32,0.8016,36270,True,1.3633333333333333,1.7884587813620072,500,64
ef_escalate_gateway,14,64,0.903,36270,True,1.3633333333333333,1.7884587813620072,500,64
ef_escalate_gateway,14,128,0.9456000000000001,36270,True,1.3633333333333333,1.7884587813620072,500,64
ef_escalate_gateway,15,32,0.8038,48636,True,1.5766666666666667,2.06831541218638,500,64
ef_escalate_gateway,15,64,0.9026000000000001,48636,True,1.5766666666666667,2.06831541218638,500,64
ef_escalate_gateway,15,128,0.9458,48636,True,1.5766666666666667,2.06831541218638,500,64
ef_escalate_gateway,16,32,0.8134000000000001,59612,True,1.62,2.125161290322581,500,64
ef_escalate_gateway,16,64,0.906,59612,True,1.62,2.125161290322581,500,64
ef_escalate_gateway,16,128,0.9476000000000001,59612,True,1.62,2.125161290322581,500,64
ef_escalate_gateway,17,32,0.8076000000000001,68934,True,1.7466666666666666,2.291326164874552,500,64
ef_escalate_gateway,17,64,0.912,68934,True,1.7466666666666666,2.291326164874552,500,64
ef_escalate_gateway,17,128,0.9488,68934,True,1.7466666666666666,2.291326164874552,500,64
ef_escalate_gateway,18,32,0.8014,78248,True,1.87,2.453118279569893,500,64
ef_escalate_gateway,18,64,0.904,78248,True,1.87,2.453118279569893,500,64
ef_escalate_gateway,18,128,0.9454000000000001,78248,True,1.87,2.453118279569893,500,64
ef_escalate_gateway,19,32,0.8084000000000001,84891,True,1.8133333333333332,2.3787813620071683,500,64
ef_escalate_gateway,19,64,0.9122,84891,True,1.8133333333333332,2.3787813620071683,500,64
ef_escalate_gateway,19,128,0.9502,84891,True,1.8133333333333332,2.3787813620071683,500,64
ef_escalate_gateway,20,32,0.7996000000000001,91429,True,1.8566666666666667,2.4356272401433694,500,64
ef_escalate_gateway,20,64,0.8976000000000001,91429,True,1.8566666666666667,2.4356272401433694,500,64
ef_escalate_gateway,20,128,0.9454000000000001,91429,True,1.8566666666666667,2.4356272401433694,500,64
ef_escalate_gateway,21,32,0.8186,96233,True,1.86,2.4400000000000004,500,64
ef_escalate_gateway,21,64,0.9067999999999999,96233,True,1.86,2.4400000000000004,500,64
ef_escalate_gateway,21,128,0.9464000000000001,96233,True,1.86,2.4400000000000004,500,64
ef_escalate_gateway,22,32,0.7996,101027,True,1.94,2.5449462365591398,500,64
ef_escalate_gateway,22,64,0.9092,101027,True,1.94,2.5449462365591398,500,64
ef_escalate_gateway,22,128,0.9524000000000001,101027,True,1.94,2.5449462365591398,500,64
ef_escalate_gateway,23,32,0.8292,104567,True,1.9266666666666667,2.5274551971326167,500,64
ef_escalate_gateway,23,64,0.9212,104567,True,1.9266666666666667,2.5274551971326167,500,64
ef_escalate_gateway,23,128,0.958,104567,True,1.9266666666666667,2.5274551971326167,500,64
ef_escalate_gateway,24,32,0.8054000000000001,107198,True,1.94,2.5449462365591398,500,64
ef_escalate_gateway,24,64,0.9107999999999999,107198,True,1.94,2.5449462365591398,500,64
ef_escalate_gateway,24,128,0.951,107198,True,1.94,2.5449462365591398,500,64
