condition,epoch,ef,recall,edge_count,gate_open,window_mean_gap,gap_ratio,n_efhigh_queries,served_ef
adaptive_eh,8,32,0.8572000000000001,46507,False,0.0,0.0,0,32
adaptive_eh,8,64,0.9338000000000001,46507,False,0.0,0.0,0,64
adaptive_eh,8,128,0.9712000000000001,46507,False,0.0,0.0,0,128
adaptive_eh,9,32,0.8308,53992,False,0.0,0.0,0,32
adaptive_eh,9,64,0.9102,53992,False,0.0,0.0,0,64
adaptive_eh,9,128,0.9528000000000001,53992,False,0.0,0.0,0,128
adaptive_eh,10,32,0.835,60531,False,0.0,0.0,0,32
adaptive_eh,10,64,0.9118,60531,False,0.0,0.0,0,64
adaptive_eh,10,128,0.958,60531,False,0.0,0.0,0,128
adaptive_eh,11,32,0.845,66069,False,0.0,0.0,0,32
adaptive_eh,11,64,0.92,66069,False,0.0,0.0,0,64
adaptive_eh,11,128,0.963,66069,False,0.0,0.0,0,128
adaptive_eh,12,32,0.8512000000000001,72726,False,0.0,0.0,0,32
adaptive_eh,12,64,0.9126000000000002,72726,False,0.0,0.0,0,64
adaptive_eh,12,128,0.958,72726,False,0.0,0.0,0,128
adaptive_eh,13,32,0.835,77458,False,0.0,0.0,0,32
adaptive_eh,13,64,0.9102,77458,False,0.0,0.0,0,64
adaptive_eh,13,128,0.953,77458,False,0.0,0.0,0,128
adaptive_eh,14,32,0.8368,77458,False,0.0,0.0,0,32
adaptive_eh,14,64,0.912,77458,False,0.0,0.0,0,64
adaptive_eh,14,128,0.9588,77458,False,0.0,0.0,0,128
adaptive_eh,15,32,0.8284,77458,False,0.0,0.0,0,32
adaptive_eh,15,64,0.9138000000000001,77458,False,0.0,0.0,0,64
adaptive_eh,15,128,0.9588,77458,False,0.0,0.0,0,128
adaptive_eh,16,32,0.8096000000000001,91758,False,0.0,0.0,0,32
adaptive_eh,16,64,0.8962,91758,False,0.0,0.0,0,64
adaptive_eh,16,128,0.9486000000000001,91758,False,0.0,0.0,0,128
adaptive_eh,17,32,0.7886,103534,False,0.0,0.0,0,32
adaptive_eh,17,64,0.8864,103534,False,0.0,0.0,0,64
adaptive_eh,17,128,0.946,103534,False,0.0,0.0,0,128
adaptive_eh,18,32,0.7777999999999999,113459,False,0.0,0.0,0,32
adaptive_eh,18,64,0.878,113459,False,0.0,0.0,0,64
adaptive_eh,18,128,0.9372,113459,False,0.0,0.0,0,128
adaptive_eh,19,32,0.7856000000000002,120010,False,0.0,0.0,0,32
adaptive_eh,19,64,0.8797999999999999,120010,False,0.0,0.0,0,64
adaptive_eh,19,128,0.9388,120010,False,0.0,0.0,0,128
adaptive_eh,20,32,0.7742,129633,False,0.0,0.0,0,32
adaptive_eh,20,64,0.8674000000000001,129633,False,0.0,0.0,0,64
adaptive_eh,20,128,0.9366,129633,False,0.0,0.0,0,128
adaptive_eh,21,32,0.7956,139580,False,0.0,0.0,0,32
adaptive_eh,21,64,0.8756,139580,False,0.0,0.0,0,64
adaptive_eh,21,128,0.9344,139580,False,0.0,0.0,0,128
adaptive_eh,22,32,0.78,147463,False,0.0,0.0,0,32
adaptive_eh,22,64,0.8852000000000001,147463,False,0.0,0.0,0,64
adaptive_eh,22,128,0.9426000000000001,147463,False,0.0,0.0,0,128
adaptive_eh,23,32,0.8124,106159,False,0.0,0.0,0,32
adaptive_eh,23,64,0.895,106159,False,0.0,0.0,0,64
adaptive_eh,23,128,0.9482,106159,False,0.0,0.0,0,128
adaptive_eh,24,32,0.7894000000000001,106159,False,0.0,0.0,0,32
adaptive_eh,24,64,0.8874000000000001,106159,False,0.0,0.0,0,64
adaptive_eh,24,128,0.9418,106159,False,0.0,0.0,0,128
ef_escalate,0,32,0.8986000000000002,0,False,0.0,0.0,45,32
ef_escalate,0,64,0.9526000000000001,0,False,0.0,0.0,45,32
ef_escalate,0,128,0.977,0,False,0.0,0.0,45,32
ef_escalate,1,32,0.906,0,False,0.0,0.0,50,32
ef_escalate,1,64,0.9542,0,False,0.0,0.0,50,32
ef_escalate,1,128,0.981,0,False,0.0,0.0,50,32
ef_escalate,2,32,0.9102,0,False,0.0,0.0,50,32
ef_escalate,2,64,0.958,0,False,0.0,0.0,50,32
ef_escalate,2,128,0.9822000000000001,0,False,0.0,0.0,50,32
ef_escalate,3,32,0.8986000000000002,0,False,0.0,0.0,41,32
ef_escalate,3,64,0.951,0,False,0.0,0.0,41,32
ef_escalate,3,128,0.9774,0,False,0.0,0.0,41,32
ef_escalate,4,32,0.9044,0,False,0.0,0.0,58,32
ef_escalate,4,64,0.9526000000000001,0,False,0.0,0.0,58,32
ef_escalate,4,128,0.978,0,False,0.0,0.0,58,32
ef_escalate,5,32,0.8922,0,False,1.36,1.7840860215053767,50,32
ef_escalate,5,64,0.9496,0,False,1.36,1.7840860215053767,50,32
ef_escalate,5,128,0.9758,0,False,1.36,1.7840860215053767,50,32
ef_escalate,6,32,0.8764,0,True,1.0530973451327434,1.3814825387762872,63,64
ef_escalate,6,64,0.9364,0,True,1.0530973451327434,1.3814825387762872,63,64
ef_escalate,6,128,0.9692000000000001,0,True,1.0530973451327434,1.3814825387762872,63,64
ef_escalate,7,32,0.852,0,True,1.2160493827160495,1.5952475773264305,49,64
ef_escalate,7,64,0.9264000000000001,0,True,1.2160493827160495,1.5952475773264305,49,64
ef_escalate,7,128,0.9648,0,True,1.2160493827160495,1.5952475773264305,49,64
ef_escalate,8,32,0.8552000000000001,0,True,1.1778846153846154,1.5451819685690655,46,64
ef_escalate,8,64,0.9332,0,True,1.1778846153846154,1.5451819685690655,46,64
ef_escalate,8,128,0.9708000000000001,0,True,1.1778846153846154,1.5451819685690655,46,64
ef_escalate,9,32,0.829,0,True,1.217741935483871,1.5974679153659384,40,64
ef_escalate,9,64,0.9092,0,True,1.217741935483871,1.5974679153659384,40,64
ef_escalate,9,128,0.9520000000000001,0,True,1.217741935483871,1.5974679153659384,40,64
ef_escalate,10,32,0.8286000000000001,0,True,1.2909698996655519,1.6935304060128746,51,64
ef_escalate,10,64,0.9096000000000001,0,True,1.2909698996655519,1.6935304060128746,51,64
ef_escalate,10,128,0.9574000000000001,0,True,1.2909698996655519,1.6935304060128746,51,64
ef_escalate,11,32,0.8432000000000001,0,True,1.3,1.7053763440860217,50,64
ef_escalate,11,64,0.919,0,True,1.3,1.7053763440860217,50,64
ef_escalate,11,128,0.9624000000000001,0,True,1.3,1.7053763440860217,50,64
ef_escalate,12,32,0.847,0,True,1.41,1.8496774193548386,49,64
ef_escalate,12,64,0.9106000000000002,0,True,1.41,1.8496774193548386,49,64
ef_escalate,12,128,0.9574,0,True,1.41,1.8496774193548386,49,64
ef_escalate,13,32,0.8276,0,True,1.4766666666666666,1.9371326164874552,48,64
ef_escalate,13,64,0.9044,0,True,1.4766666666666666,1.9371326164874552,48,64
ef_escalate,13,128,0.9502,0,True,1.4766666666666666,1.9371326164874552,48,64
ef_escalate,14,32,0.8298,0,True,1.4866666666666666,1.9502508960573477,50,64
ef_escalate,14,64,0.9084000000000001,0,True,1.4866666666666666,1.9502508960573477,50,64
ef_escalate,14,128,0.9576000000000001,0,True,1.4866666666666666,1.9502508960573477,50,64
ef_escalate,15,32,0.8218,0,True,1.45,1.9021505376344086,49,64
ef_escalate,15,64,0.911,0,True,1.45,1.9021505376344086,49,64
ef_escalate,15,128,0.9574000000000001,0,True,1.45,1.9021505376344086,49,64
ef_escalate,16,32,0.8054000000000001,0,True,1.5033333333333334,1.972114695340502,40,64
ef_escalate,16,64,0.8932,0,True,1.5033333333333334,1.972114695340502,40,64
ef_escalate,16,128,0.947,0,True,1.5033333333333334,1.972114695340502,40,64
ef_escalate,17,32,0.7807999999999999,0,True,1.6433333333333333,2.1557706093189966,46,64
ef_escalate,17,64,0.8822000000000001,0,True,1.6433333333333333,2.1557706093189966,46,64
ef_escalate,17,128,0.9448000000000001,0,True,1.6433333333333333,2.1557706093189966,46,64
ef_escalate,18,32,0.7692,0,True,1.7366666666666666,2.2782078853046595,48,64
ef_escalate,18,64,0.8732000000000001,0,True,1.7366666666666666,2.2782078853046595,48,64
ef_escalate,18,128,0.936,0,True,1.7366666666666666,2.2782078853046595,48,64
ef_escalate,19,32,0.7766000000000001,0,True,1.84,2.4137634408602153,61,64
ef_escalate,19,64,0.8756,0,True,1.84,2.4137634408602153,61,64
ef_escalate,19,128,0.9376000000000001,0,True,1.84,2.4137634408602153,61,64
ef_escalate,20,32,0.7647999999999999,0,True,2.0933333333333333,2.746093189964158,55,64
ef_escalate,20,64,0.8622000000000001,0,True,2.0933333333333333,2.746093189964158,55,64
ef_escalate,20,128,0.9346,0,True,2.0933333333333333,2.746093189964158,55,64
ef_escalate,21,32,0.7844000000000001,0,True,2.16,2.8335483870967746,34,64
ef_escalate,21,64,0.8694,0,True,2.16,2.8335483870967746,34,64
ef_escalate,21,128,0.9328,0,True,2.16,2.8335483870967746,34,64
ef_escalate,22,32,0.7686000000000001,0,True,2.33,3.0565591397849463,57,64
ef_escalate,22,64,0.8806000000000002,0,True,2.33,3.0565591397849463,57,64
ef_escalate,22,128,0.941,0,True,2.33,3.0565591397849463,57,64
ef_escalate,23,32,0.7994000000000001,0,True,2.29,3.0040860215053766,40,64
ef_escalate,23,64,0.8912,0,True,2.29,3.0040860215053766,40,64
ef_escalate,23,128,0.9474000000000001,0,True,2.29,3.0040860215053766,40,64
ef_escalate,24,32,0.781,0,True,2.2533333333333334,2.9559856630824375,50,64
ef_escalate,24,64,0.8836,0,True,2.2533333333333334,2.9559856630824375,50,64
ef_escalate,24,128,0.9406,0,True,2.2533333333333334,2.9559856630824375,50,64
ef_escalate_gateway,0,32,0.8986000000000002,0,False,0.0,0.0,45,32
ef_escalate_gateway,0,64,0.9526000000000001,0,False,0.0,0.0,45,32
ef_escalate_gateway,0,128,0.977,0,False,0.0,0.0,45,32
ef_escalate_gateway,1,32,0.906,0,False,0.0,0.0,50,32
ef_escalate_gateway,1,64,0.9542,0,False,0.0,0.0,50,32
ef_escalate_gateway,1,128,0.981,0,False,0.0,0.0,50,32
ef_escalate_gateway,2,32,0.9102,0,False,0.0,0.0,50,32
ef_escalate_gateway,2,64,0.958,0,False,0.0,0.0,50,32
ef_escalate_gateway,2,128,0.9822000000000001,0,False,0.0,0.0,50,32
ef_escalate_gateway,3,32,0.8986000000000002,0,False,0.0,0.0,41,32
ef_escalate_gateway,3,64,0.951,0,False,0.0,0.0,41,32
ef_escalate_gateway,3,128,0.9774,0,False,0.0,0.0,41,32
ef_escalate_gateway,4,32,0.9044,0,False,0.0,0.0,58,32
ef_escalate_gateway,4,64,0.9526000000000001,0,False,0.0,0.0,58,32
ef_escalate_gateway,4,128,0.978,0,False,0.0,0.0,58,32
ef_escalate_gateway,5,32,0.8922,0,False,1.36,1.7840860215053767,50,32
ef_escalate_gateway,5,64,0.9496,0,False,1.36,1.7840860215053767,50,32
ef_escalate_gateway,5,128,0.9758,0,False,1.36,1.7840860215053767,50,32
ef_escalate_gateway,6,32,0.8902,8138,True,0.9911504424778761,1.3002188600247409,500,64
ef_escalate_gateway,6,64,0.9514000000000001,8138,True,0.9911504424778761,1.3002188600247409,500,64
ef_escalate_gateway,6,128,0.9738,8138,True,0.9911504424778761,1.3002188600247409,500,64
ef_escalate_gateway,7,32,0.8780000000000001,16676,True,1.0802469135802468,1.4170981016859152,500,64
ef_escalate_gateway,7,64,0.9488,16676,True,1.0802469135802468,1.4170981016859152,500,64
ef_escalate_gateway,7,128,0.9722000000000001,16676,True,1.0802469135802468,1.4170981016859152,500,64
ef_escalate_gateway,8,32,0.8762000000000001,24484,True,1.0432692307692308,1.3685897435897438,500,64
ef_escalate_gateway,8,64,0.9516,24484,True,1.0432692307692308,1.3685897435897438,500,64
ef_escalate_gateway,8,128,0.976,24484,True,1.0432692307692308,1.3685897435897438,500,64
ef_escalate_gateway,9,32,0.8488,33329,True,1.096774193548387,1.43877904960111,500,64
ef_escalate_gateway,9,64,0.929,33329,True,1.096774193548387,1.43877904960111,500,64
ef_escalate_gateway,9,128,0.9596000000000001,33329,True,1.096774193548387,1.43877904960111,500,64
ef_escalate_gateway,10,32,0.8566000000000001,42671,True,1.117056856187291,1.4653864134930052,500,64
ef_escalate_gateway,10,64,0.9366,42671,True,1.117056856187291,1.4653864134930052,500,64
ef_escalate_gateway,10,128,0.968,42671,True,1.117056856187291,1.4653864134930052,500,64
ef_escalate_gateway,11,32,0.8707999999999999,49554,True,1.0966666666666667,1.4386379928315414,500,64
ef_escalate_gateway,11,64,0.9430000000000001,49554,True,1.0966666666666667,1.4386379928315414,500,64
ef_escalate_gateway,11,128,0.9708000000000001,49554,True,1.0966666666666667,1.4386379928315414,500,64
ef_escalate_gateway,12,32,0.8722000000000001,57421,True,1.18,1.5479569892473117,500,64
ef_escalate_gateway,12,64,0.936,57421,True,1.18,1.5479569892473117,500,64
ef_escalate_gateway,12,128,0.9676,57421,True,1.18,1.5479569892473117,500,64
ef_escalate_gateway,13,32,0.853,64100,True,1.25,1.6397849462365592,500,64
ef_escalate_gateway,13,64,0.9308000000000001,64100,True,1.25,1.6397849462365592,500,64
ef_escalate_gateway,13,128,0.9584000000000001,64100,True,1.25,1.6397849462365592,500,64
ef_escalate_gateway,14,32,0.8514,70398,True,1.2766666666666666,1.6747670250896058,500,64
ef_escalate_gateway,14,64,0.9316,70398,True,1.2766666666666666,1.6747670250896058,500,64
ef_escalate_gateway,14,128,0.966,70398,True,1.2766666666666666,1.6747670250896058,500,64
ef_escalate_gateway,15,32,0.8500000000000001,75557,True,1.2333333333333334,1.6179211469534052,500,64
ef_escalate_gateway,15,64,0.9368000000000001,75557,True,1.2333333333333334,1.6179211469534052,500,64
ef_escalate_gateway,15,128,0.9664,75557,True,1.2333333333333334,1.6179211469534052,500,64
ef_escalate_gateway,16,32,0.8366,82749,True,1.28,1.6791397849462366,500,64
ef_escalate_gateway,16,64,0.9262,82749,True,1.28,1.6791397849462366,500,64
ef_escalate_gateway,16,128,0.9568,82749,True,1.28,1.6791397849462366,500,64
ef_escalate_gateway,17,32,0.8162,89945,True,1.39,1.8234408602150538,500,64
ef_escalate_gateway,17,64,0.916,89945,True,1.39,1.8234408602150538,500,64
ef_escalate_gateway,17,128,0.9564000000000001,89945,True,1.39,1.8234408602150538,500,64
ef_escalate_gateway,18,32,0.8026,96616,True,1.4233333333333333,1.8671684587813622,500,64
ef_escalate_gateway,18,64,0.9052,96616,True,1.4233333333333333,1.8671684587813622,500,64
ef_escalate_gateway,18,128,0.9454000000000001,96616,True,1.4233333333333333,1.8671684587813622,500,64
ef_escalate_gateway,19,32,0.8088,101358,True,1.4866666666666666,1.9502508960573477,500,64
ef_escalate_gateway,19,64,0.9126000000000002,101358,True,1.4866666666666666,1.9502508960573477,500,64
ef_escalate_gateway,19,128,0.9502,101358,True,1.4866666666666666,1.9502508960573477,500,64
ef_escalate_gateway,20,32,0.8,106822,True,1.6933333333333334,2.2213620071684588,500,64
ef_escalate_gateway,20,64,0.8974000000000001,106822,True,1.6933333333333334,2.2213620071684588,500,64
ef_escalate_gateway,20,128,0.9454000000000001,106822,True,1.6933333333333334,2.2213620071684588,500,64
ef_escalate_gateway,21,32,0.8184,110309,True,1.7566666666666666,2.3044444444444445,500,64
ef_escalate_gateway,21,64,0.9064000000000001,110309,True,1.7566666666666666,2.3044444444444445,500,64
ef_escalate_gateway,21,128,0.9466,110309,True,1.7566666666666666,2.3044444444444445,500,64
ef_escalate_gateway,22,32,0.8002,112940,True,1.9166666666666667,2.514336917562724,500,64
ef_escalate_gateway,22,64,0.9096000000000001,112940,True,1.9166666666666667,2.514336917562724,500,64
ef_escalate_gateway,22,128,0.9524000000000001,112940,True,1.9166666666666667,2.514336917562724,500,64
ef_escalate_gateway,23,32,0.8294000000000001,115724,True,1.9166666666666667,2.514336917562724,500,64
ef_escalate_gateway,23,64,0.9214000000000001,115724,True,1.9166666666666667,2.514336917562724,500,64
ef_escalate_gateway,23,128,0.9582,115724,True,1.9166666666666667,2.514336917562724,500,64
ef_escalate_gateway,24,32,0.8054000000000001,117922,True,1.9366666666666668,2.540573476702509,500,64
ef_escalate_gateway,24,64,0.9107999999999999,117922,True,1.9366666666666668,2.540573476702509,500,64
ef_escalate_gateway,24,128,0.951,117922,True,1.9366666666666668,2.540573476702509,500,64
