condition,drift_detected,ef_search,epoch_idx,mean_eh,mean_latency_ms,mmd_squared,n_conjugate_edges,per_query_recall_std,queries_per_second,recall_at_k,repair_happened,schedule,top_n
adaptive_mconj48,True,32,0,0.6381551105792523,0.14379271608777344,0.0037283318505643777,0,0.1465620687626918,6954.45518526532,0.9634000000000001,False,sudden,500
adaptive_mconj48,True,64,0,0.6381551105792523,0.2115070540457964,0.0037283318505643777,0,0.11301964431018176,4727.974698108536,0.9784,False,sudden,500
adaptive_mconj48,True,128,0,0.6381551105792523,0.3333510719239712,0.0037283318505643777,0,0.06328696548263316,2999.8403611795625,0.9926,False,sudden,500
adaptive_mconj48,False,32,1,0.6658591437589316,0.1319071480538696,0.0007921174281912862,0,0.1705608395851756,7581.090295361474,0.957,False,sudden,500
adaptive_mconj48,False,64,1,0.6658591437589316,0.20394577411934733,0.0007921174281912862,0,0.10660037523386114,4903.264136352286,0.9806000000000001,False,sudden,500
adaptive_mconj48,False,128,1,0.6658591437589316,0.35903473384678364,0.0007921174281912862,0,0.07005826146858059,2785.245843168882,0.9927999999999999,False,sudden,500
adaptive_mconj48,False,32,2,0.6666914425105751,0.13567955000326037,0.0016899184135683643,0,0.15483978816828703,7370.30746325419,0.9592,False,sudden,500
adaptive_mconj48,False,64,2,0.6666914425105751,0.2053727658931166,0.0016899184135683643,0,0.10257699547169434,4869.194781748404,0.9785999999999999,False,sudden,500
adaptive_mconj48,False,128,2,0.6666914425105751,0.341145901940763,0.0016899184135683643,0,0.07146775496683802,2931.2971204140135,0.9894,False,sudden,500
adaptive_mconj48,False,32,3,0.6553663415808973,0.13327338197268546,0.00023017875179380683,0,0.1719767426136453,7503.373781007157,0.9520000000000001,False,sudden,500
adaptive_mconj48,False,64,3,0.6553663415808973,0.20176966208964586,0.00023017875179380683,0,0.11837888325203949,4956.146477341584,0.9762000000000001,False,sudden,500
adaptive_mconj48,False,128,3,0.6553663415808973,0.33688978385180235,0.00023017875179380683,0,0.10235995310667154,2968.3298453475795,0.9838,False,sudden,500
adaptive_mconj48,False,32,4,0.6609581251859276,0.13317895587533712,0.0005957100233506077,0,0.16155197306130306,7508.693797960508,0.9564,False,sudden,500
adaptive_mconj48,False,64,4,0.6609581251859276,0.2036458740476519,0.0005957100233506077,0,0.10359517363275182,4910.484951764876,0.9798000000000001,False,sudden,500
adaptive_mconj48,False,128,4,0.6609581251859276,0.34466687380336225,0.0005957100233506077,0,0.08968834929911466,2901.3522215381668,0.986,False,sudden,500
adaptive_mconj48,False,32,5,0.6627989324698141,0.13749947003088892,0.0013914025870214604,0,0.17344267064364524,7272.755304259373,0.9542,False,sudden,500
adaptive_mconj48,False,64,5,0.6627989324698141,0.20559598016552627,0.0013914025870214604,0,0.11310366925966638,4863.90832736562,0.9766000000000001,False,sudden,500
adaptive_mconj48,False,128,5,0.6627989324698141,0.34254077007062733,0.0013914025870214604,0,0.0650218424838915,2919.3605181474118,0.9904,False,sudden,500
adaptive_mconj48,False,32,6,0.6540210436461922,0.13360638404265046,0.0006884814103180666,0,0.15337522616120247,7484.672286922871,0.9598,False,sudden,500
adaptive_mconj48,False,64,6,0.6540210436461922,0.2009311500005424,0.0006884814103180666,0,0.12079917218259403,4976.829127774865,0.9766,False,sudden,500
adaptive_mconj48,False,128,6,0.6540210436461922,0.3355169859714806,0.0006884814103180666,0,0.08643587218279226,2980.475033490559,0.9877999999999999,False,sudden,500
adaptive_mconj48,False,32,7,0.6545310027823578,0.13148042000830173,0.000398814272068177,0,0.1730276278517393,7605.695204935149,0.9512,False,sudden,500
adaptive_mconj48,False,64,7,0.6545310027823578,0.20032562618143857,0.000398814272068177,0,0.15697273648630836,4991.872577971037,0.9634000000000001,False,sudden,500
adaptive_mconj48,False,128,7,0.6545310027823578,0.34707792988047004,0.000398814272068177,0,0.12467493733706067,2881.1973159583767,0.9795999999999999,False,sudden,500
adaptive_mconj48,False,32,8,0.662621486241296,0.1355841439217329,0.0017191244615282534,0,0.18038669574001293,7375.493705054911,0.9508,False,sudden,500
adaptive_mconj48,False,64,8,0.662621486241296,0.20328912581317127,0.0017191244615282534,0,0.14077997016621363,4919.102268751107,0.971,False,sudden,500
adaptive_mconj48,False,128,8,0.662621486241296,0.3447227459400892,0.0017191244615282534,0,0.11659348180751786,2900.8819747966213,0.9813999999999999,False,sudden,500
adaptive_mconj48,False,32,9,0.6596824335337974,0.132250347873196,7.568006809960845e-05,0,0.18777124380479565,7561.416783257295,0.9486,False,sudden,500
adaptive_mconj48,False,64,9,0.6596824335337974,0.20162565005011857,7.568006809960845e-05,0,0.13232248486179513,4959.686427552386,0.9726,False,sudden,500
adaptive_mconj48,False,128,9,0.6596824335337974,0.3701735578943044,7.568006809960845e-05,0,0.11150802661692118,2701.4355257798557,0.9814,False,sudden,500
adaptive_mconj48,False,32,10,0.663457865821305,0.13232507789507508,0.0015060642043926598,0,0.1400634142094216,7557.146505463862,0.9668,False,sudden,500
adaptive_mconj48,False,64,10,0.663457865821305,0.20272704400122166,0.0015060642043926598,0,0.11377504119972885,4932.740991349797,0.9782000000000001,False,sudden,500
adaptive_mconj48,False,128,10,0.663457865821305,0.3447001180611551,0.0015060642043926598,0,0.07389181280764466,2901.0724035278245,0.99,False,sudden,500
adaptive_mconj48,False,32,11,0.6618125199136129,0.13329615001566708,0.002011354833692621,0,0.17162237616348283,7502.092145065436,0.9524000000000001,False,sudden,500
adaptive_mconj48,False,64,11,0.6618125199136129,0.22488330793567002,0.002011354833692621,0,0.11884847495866324,4446.750668956094,0.9748,False,sudden,500
adaptive_mconj48,False,128,11,0.6618125199136129,0.34004827798344195,0.002011354833692621,0,0.09589056262218927,2940.758900266195,0.985,False,sudden,500
adaptive_mconj48,False,32,12,0.6538964669521334,0.14202601206488907,0.0001327998703843739,0,0.18422638247547501,7040.963732355721,0.9492,False,sudden,500
adaptive_mconj48,False,64,12,0.6538964669521334,0.21423337212763727,0.0001327998703843739,0,0.15391880976670785,4667.806841056556,0.967,False,sudden,500
adaptive_mconj48,False,128,12,0.6538964669521334,0.33791574998758733,0.0001327998703843739,0,0.13304796127712745,2959.3175223017365,0.9768,False,sudden,500
adaptive_mconj48,True,32,13,0.7496719233095466,0.145518627949059,0.10279973224509266,15500,0.22434000980654342,6871.972434691077,0.8966,True,sudden,500
adaptive_mconj48,True,64,13,0.7496719233095466,0.21665071416646242,0.10279973224509266,15500,0.1996096190067002,4615.724456978504,0.926,True,sudden,500
adaptive_mconj48,True,128,13,0.7496719233095466,0.4088292340748012,0.10279973224509266,15500,0.15981188942003033,2446.009034219494,0.9495999999999999,True,sudden,500
adaptive_mconj48,True,32,14,0.7429487956032493,0.14115369599312544,0.08719941616468257,26173,0.23945028711613608,7084.476201379117,0.8934,True,sudden,500
adaptive_mconj48,True,64,14,0.7429487956032493,0.2203099720645696,0.08719941616468257,26173,0.19144450893143944,4539.059174801741,0.933,True,sudden,500
adaptive_mconj48,True,128,14,0.7429487956032493,0.37395294196903706,0.08719941616468257,26173,0.1666560529953833,2674.133260550198,0.9524000000000001,True,sudden,500
adaptive_mconj48,True,32,15,0.7472523668871659,0.1588367761578411,0.09094038033899356,32224,0.22009625167185382,6295.771194740622,0.9042,True,sudden,500
adaptive_mconj48,True,64,15,0.7472523668871659,0.25141079002059996,0.09094038033899356,32224,0.174845646214025,3977.554025895478,0.937,True,sudden,500
adaptive_mconj48,True,128,15,0.7472523668871659,0.4151216398458928,0.09094038033899356,32224,0.13931317238509788,2408.9324766861923,0.9572,True,sudden,500
adaptive_mconj48,True,32,16,0.7451415039589614,0.16376015590503812,0.09188334818026006,37418,0.2260162825992853,6106.491499555508,0.9108,True,sudden,500
adaptive_mconj48,True,64,16,0.7451415039589614,0.25153370993211865,0.09188334818026006,37418,0.1993448268704257,3975.6102681818265,0.9358,True,sudden,500
adaptive_mconj48,True,128,16,0.7451415039589614,0.41870616585947573,0.09188334818026006,37418,0.17347403263889383,2388.3097062764905,0.9525999999999999,True,sudden,500
adaptive_mconj48,True,32,17,0.7567349628089093,0.1641793439630419,0.11436492514471548,42203,0.24328181189723164,6090.900206210521,0.8914,True,sudden,500
adaptive_mconj48,True,64,17,0.7567349628089093,0.26294924411922693,0.11436492514471548,42203,0.1891212309604609,3803.0153056708473,0.9354,True,sudden,500
adaptive_mconj48,True,128,17,0.7567349628089093,0.39904057793319225,0.11436492514471548,42203,0.15733073444181211,2506.0108051653356,0.9552,True,sudden,500
adaptive_mconj48,True,32,18,0.746997807911748,0.1724400140810758,0.09214689571292928,46784,0.2458307547887367,5799.118060439452,0.8917999999999999,True,sudden,500
adaptive_mconj48,True,64,18,0.746997807911748,0.2726510181091726,0.09214689571292928,46784,0.196,3667.6921543699814,0.932,True,sudden,500
adaptive_mconj48,True,128,18,0.746997807911748,0.4366836959961802,0.09214689571292928,46784,0.1693964580503382,2289.987029899892,0.9478000000000001,True,sudden,500
adaptive_mconj48,True,32,19,0.753360301511944,0.1833207041490823,0.09982642326357308,51426,0.23423569326641916,5454.921224755758,0.9057999999999999,True,sudden,500
