condition,epoch,ef,recall,edge_count,lN_attempts,conj_edge_count,l1n_edge_count
adaptive_layer1_native,1,64,0.9972000000000001,0,0.0,,
adaptive_layer1_native,1,128,0.999,0,0.0,,
adaptive_layer1_native,2,32,0.983,0,0.0,,
adaptive_layer1_native,2,64,0.9967999999999999,0,0.0,,
adaptive_layer1_native,2,128,0.9994,0,0.0,,
adaptive_layer1_native,3,32,0.9832000000000001,0,0.0,,
adaptive_layer1_native,3,64,0.9946,0,0.0,,
adaptive_layer1_native,3,128,0.9985999999999999,0,0.0,,
adaptive_layer1_native,4,32,0.988,0,0.0,,
adaptive_layer1_native,4,64,0.9966000000000002,0,0.0,,
adaptive_layer1_native,4,128,0.9992000000000001,0,0.0,,
adaptive_layer1_native,5,32,0.9866000000000001,0,0.0,,
adaptive_layer1_native,5,64,0.9962000000000001,0,0.0,,
adaptive_layer1_native,5,128,0.999,0,0.0,,
adaptive_layer1_native,6,32,0.9816000000000001,0,0.0,,
adaptive_layer1_native,6,64,0.9962000000000001,0,0.0,,
adaptive_layer1_native,6,128,0.9987999999999999,0,0.0,,
adaptive_layer1_native,7,32,0.9624000000000001,4689,14880.0,,
adaptive_layer1_native,7,64,0.9888000000000001,4689,14880.0,,
adaptive_layer1_native,7,128,0.998,4689,14880.0,,
adaptive_layer1_native,8,32,0.9262,7923,31104.0,,
adaptive_layer1_native,8,64,0.9726,7923,31104.0,,
adaptive_layer1_native,8,128,0.992,7923,31104.0,,
adaptive_layer1_native,9,32,0.864,10929,50880.0,,
adaptive_layer1_native,9,64,0.9386000000000001,10929,50880.0,,
adaptive_layer1_native,9,128,0.9818000000000001,10929,50880.0,,
adaptive_layer1_native,10,32,0.8668,11937,70656.0,,
adaptive_layer1_native,10,64,0.9426000000000001,11937,70656.0,,
adaptive_layer1_native,10,128,0.9818000000000001,11937,70656.0,,
adaptive_layer1_native,11,32,0.877,13121,96032.0,,
adaptive_layer1_native,11,64,0.9496000000000001,13121,96032.0,,
adaptive_layer1_native,11,128,0.9838,13121,96032.0,,
adaptive_layer1_native,12,32,0.8654000000000001,14374,120160.0,,
adaptive_layer1_native,12,64,0.9442,14374,120160.0,,
adaptive_layer1_native,12,128,0.985,14374,120160.0,,
adaptive_layer1_native,13,32,0.8722000000000001,14583,142016.0,,
adaptive_layer1_native,13,64,0.9494000000000001,14583,142016.0,,
adaptive_layer1_native,13,128,0.9825999999999999,14583,142016.0,,
adaptive_layer1_native,14,32,0.8642000000000001,14583,160576.0,,
adaptive_layer1_native,14,64,0.9466,14583,160576.0,,
adaptive_layer1_native,14,128,0.9832000000000001,14583,160576.0,,
adaptive_layer1_native,15,32,0.8746,14583,179264.0,,
adaptive_layer1_native,15,64,0.9442,14583,179264.0,,
adaptive_layer1_native,15,128,0.9828000000000001,14583,179264.0,,
adaptive_layer1_native,16,32,0.785,14916,203648.0,,
adaptive_layer1_native,16,64,0.8887999999999999,14916,203648.0,,
adaptive_layer1_native,16,128,0.9562,14916,203648.0,,
adaptive_layer1_native,17,32,0.6844,14916,227744.0,,
adaptive_layer1_native,17,64,0.8146,14916,227744.0,,
adaptive_layer1_native,17,128,0.9102,14916,227744.0,,
adaptive_layer1_native,18,32,0.5925999999999999,15395,250816.0,,
adaptive_layer1_native,18,64,0.727,15395,250816.0,,
adaptive_layer1_native,18,128,0.8402000000000001,15395,250816.0,,
adaptive_layer1_native,19,32,0.503,16850,274432.0,,
adaptive_layer1_native,19,64,0.641,16850,274432.0,,
adaptive_layer1_native,19,128,0.7544000000000001,16850,274432.0,,
adaptive_layer1_native,20,32,0.4774,16850,298048.0,,
adaptive_layer1_native,20,64,0.6137999999999999,16850,298048.0,,
adaptive_layer1_native,20,128,0.7312000000000001,16850,298048.0,,
adaptive_layer1_native,21,32,0.5136000000000001,16850,320416.0,,
adaptive_layer1_native,21,64,0.6482,16850,320416.0,,
adaptive_layer1_native,21,128,0.756,16850,320416.0,,
adaptive_layer1_native,22,32,0.5062000000000001,16850,339904.0,,
adaptive_layer1_native,22,64,0.6412,16850,339904.0,,
adaptive_layer1_native,22,128,0.7598,16850,339904.0,,
adaptive_layer1_native,23,32,0.4836,16850,360576.0,,
adaptive_layer1_native,23,64,0.6132,16850,360576.0,,
adaptive_layer1_native,23,128,0.7408,16850,360576.0,,
adaptive_layer1_native,24,32,0.5066,16850,384480.0,,
adaptive_layer1_native,24,64,0.6386,16850,384480.0,,
adaptive_layer1_native,24,128,0.7556000000000002,16850,384480.0,,
hybrid_conj_l1n,0,32,0.9822000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,0,64,0.9944,0,0.0,0.0,0.0
hybrid_conj_l1n,0,128,0.9992000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,1,32,0.984,0,0.0,0.0,0.0
hybrid_conj_l1n,1,64,0.9972000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,1,128,0.999,0,0.0,0.0,0.0
hybrid_conj_l1n,2,32,0.983,0,0.0,0.0,0.0
hybrid_conj_l1n,2,64,0.9967999999999999,0,0.0,0.0,0.0
hybrid_conj_l1n,2,128,0.9994,0,0.0,0.0,0.0
hybrid_conj_l1n,3,32,0.9832000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,3,64,0.9946,0,0.0,0.0,0.0
hybrid_conj_l1n,3,128,0.9985999999999999,0,0.0,0.0,0.0
hybrid_conj_l1n,4,32,0.988,0,0.0,0.0,0.0
hybrid_conj_l1n,4,64,0.9966000000000002,0,0.0,0.0,0.0
hybrid_conj_l1n,4,128,0.9992000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,5,32,0.9866000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,5,64,0.9962000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,5,128,0.999,0,0.0,0.0,0.0
hybrid_conj_l1n,6,32,0.9816000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,6,64,0.9962000000000001,0,0.0,0.0,0.0
hybrid_conj_l1n,6,128,0.9987999999999999,0,0.0,0.0,0.0
hybrid_conj_l1n,7,32,0.9624000000000001,4689,14880.0,21386.0,4689.0
hybrid_conj_l1n,7,64,0.9888000000000001,4689,14880.0,21386.0,4689.0
hybrid_conj_l1n,7,128,0.998,4689,14880.0,21386.0,4689.0
hybrid_conj_l1n,8,32,0.9280000000000002,7923,31104.0,42706.0,7923.0
hybrid_conj_l1n,8,64,0.9728,7923,31104.0,42706.0,7923.0
hybrid_conj_l1n,8,128,0.992,7923,31104.0,42706.0,7923.0
hybrid_conj_l1n,9,32,0.8722000000000001,10929,50880.0,62384.0,10929.0
hybrid_conj_l1n,9,64,0.9418000000000001,10929,50880.0,62384.0,10929.0
hybrid_conj_l1n,9,128,0.9834,10929,50880.0,62384.0,10929.0
hybrid_conj_l1n,10,32,0.8902,11937,70656.0,78371.0,11937.0
hybrid_conj_l1n,10,64,0.9546,11937,70656.0,78371.0,11937.0
hybrid_conj_l1n,10,128,0.9856,11937,70656.0,78371.0,11937.0
hybrid_conj_l1n,11,32,0.9054000000000001,13121,96032.0,88529.0,13121.0
hybrid_conj_l1n,11,64,0.963,13121,96032.0,88529.0,13121.0
hybrid_conj_l1n,11,128,0.9874,13121,96032.0,88529.0,13121.0
hybrid_conj_l1n,12,32,0.8980000000000001,14374,120160.0,97604.0,14374.0
hybrid_conj_l1n,12,64,0.957,14374,120160.0,97604.0,14374.0
hybrid_conj_l1n,12,128,0.9894,14374,120160.0,97604.0,14374.0
hybrid_conj_l1n,13,32,0.9082,14583,142016.0,105500.0,14583.0
hybrid_conj_l1n,13,64,0.9618000000000001,14583,142016.0,105500.0,14583.0
hybrid_conj_l1n,13,128,0.9867999999999999,14583,142016.0,105500.0,14583.0
hybrid_conj_l1n,14,32,0.906,14583,160576.0,112153.0,14583.0
hybrid_conj_l1n,14,64,0.9642000000000001,14583,160576.0,112153.0,14583.0
hybrid_conj_l1n,14,128,0.9882,14583,160576.0,112153.0,14583.0
hybrid_conj_l1n,15,32,0.9096000000000001,14583,160576.0,112153.0,14583.0
hybrid_conj_l1n,15,64,0.9602,14583,160576.0,112153.0,14583.0
hybrid_conj_l1n,15,128,0.986,14583,160576.0,112153.0,14583.0
hybrid_conj_l1n,16,32,0.8627999999999999,17569,181440.0,122372.0,17569.0
hybrid_conj_l1n,16,64,0.9288000000000001,17569,181440.0,122372.0,17569.0
hybrid_conj_l1n,16,128,0.969,17569,181440.0,122372.0,17569.0
hybrid_conj_l1n,17,32,0.8032,17569,198944.0,128763.0,17569.0
hybrid_conj_l1n,17,64,0.8774000000000001,17569,198944.0,128763.0,17569.0
hybrid_conj_l1n,17,128,0.9374000000000001,17569,198944.0,128763.0,17569.0
hybrid_conj_l1n,18,32,0.754,18333,220608.0,134563.0,18333.0
hybrid_conj_l1n,18,64,0.8238000000000001,18333,220608.0,134563.0,18333.0
hybrid_conj_l1n,18,128,0.8858,18333,220608.0,134563.0,18333.0
hybrid_conj_l1n,19,32,0.6422,19224,239520.0,141630.0,19224.0
hybrid_conj_l1n,19,64,0.7296000000000001,19224,239520.0,141630.0,19224.0
hybrid_conj_l1n,19,128,0.802,19224,239520.0,141630.0,19224.0
hybrid_conj_l1n,20,32,0.6784,19496,259808.0,147095.0,19496.0
hybrid_conj_l1n,20,64,0.7504,19496,259808.0,147095.0,19496.0
hybrid_conj_l1n,20,128,0.8168000000000001,19496,259808.0,147095.0,19496.0
hybrid_conj_l1n,21,32,0.7318,19755,279968.0,150034.0,19755.0
hybrid_conj_l1n,21,64,0.788,19755,279968.0,150034.0,19755.0
hybrid_conj_l1n,21,128,0.8444,19755,279968.0,150034.0,19755.0
hybrid_conj_l1n,22,32,0.7662,19755,300480.0,152008.0,19755.0
hybrid_conj_l1n,22,64,0.8178000000000002,19755,300480.0,152008.0,19755.0
hybrid_conj_l1n,22,128,0.8694000000000001,19755,300480.0,152008.0,19755.0
hybrid_conj_l1n,23,32,0.7566,19755,320608.0,154044.0,19755.0
hybrid_conj_l1n,23,64,0.8002,19755,320608.0,154044.0,19755.0
hybrid_conj_l1n,23,128,0.8534,19755,320608.0,154044.0,19755.0
hybrid_conj_l1n,24,32,0.7724000000000001,19755,338176.0,65953.0,19755.0
hybrid_conj_l1n,24,64,0.8138,19755,338176.0,65953.0,19755.0
hybrid_conj_l1n,24,128,0.8572000000000001,19755,338176.0,65953.0,19755.0
