condition,epoch,ef,recall,edge_count,gate_open,slide_ratio,mean_recent,mean_lagged,n_efhigh_queries,served_ef
static,19,32,0.7766000000000001,0,False,0.0,0.0,0.0,0,32
static,19,64,0.8756,0,False,0.0,0.0,0.0,0,64
static,19,128,0.9376000000000001,0,False,0.0,0.0,0.0,0,128
static,20,32,0.7647999999999999,0,False,0.0,0.0,0.0,0,32
static,20,64,0.8622000000000001,0,False,0.0,0.0,0.0,0,64
static,20,128,0.9346,0,False,0.0,0.0,0.0,0,128
static,21,32,0.7844000000000001,0,False,0.0,0.0,0.0,0,32
static,21,64,0.8694,0,False,0.0,0.0,0.0,0,64
static,21,128,0.9328,0,False,0.0,0.0,0.0,0,128
static,22,32,0.7686000000000001,0,False,0.0,0.0,0.0,0,32
static,22,64,0.8806000000000002,0,False,0.0,0.0,0.0,0,64
static,22,128,0.941,0,False,0.0,0.0,0.0,0,128
static,23,32,0.7994000000000001,0,False,0.0,0.0,0.0,0,32
static,23,64,0.8912,0,False,0.0,0.0,0.0,0,64
static,23,128,0.9474000000000001,0,False,0.0,0.0,0.0,0,128
static,24,32,0.781,0,False,0.0,0.0,0.0,0,32
static,24,64,0.8836,0,False,0.0,0.0,0.0,0,64
static,24,128,0.9406,0,False,0.0,0.0,0.0,0,128
adaptive_eh,0,32,0.8986000000000002,0,False,0.0,0.0,0.0,0,32
adaptive_eh,0,64,0.9526000000000001,0,False,0.0,0.0,0.0,0,64
adaptive_eh,0,128,0.977,0,False,0.0,0.0,0.0,0,128
adaptive_eh,1,32,0.906,0,False,0.0,0.0,0.0,0,32
adaptive_eh,1,64,0.9542,0,False,0.0,0.0,0.0,0,64
adaptive_eh,1,128,0.981,0,False,0.0,0.0,0.0,0,128
adaptive_eh,2,32,0.9102,0,False,0.0,0.0,0.0,0,32
adaptive_eh,2,64,0.958,0,False,0.0,0.0,0.0,0,64
adaptive_eh,2,128,0.9822000000000001,0,False,0.0,0.0,0.0,0,128
adaptive_eh,3,32,0.8986000000000002,0,False,0.0,0.0,0.0,0,32
adaptive_eh,3,64,0.951,0,False,0.0,0.0,0.0,0,64
adaptive_eh,3,128,0.9774,0,False,0.0,0.0,0.0,0,128
adaptive_eh,4,32,0.9044,0,False,0.0,0.0,0.0,0,32
adaptive_eh,4,64,0.9526000000000001,0,False,0.0,0.0,0.0,0,64
adaptive_eh,4,128,0.978,0,False,0.0,0.0,0.0,0,128
adaptive_eh,5,32,0.8916000000000001,0,False,0.0,0.0,0.0,0,32
adaptive_eh,5,64,0.9484000000000001,0,False,0.0,0.0,0.0,0,64
adaptive_eh,5,128,0.9772000000000001,0,False,0.0,0.0,0.0,0,128
adaptive_eh,6,32,0.8892,0,False,0.0,0.0,0.0,0,32
adaptive_eh,6,64,0.9498000000000001,0,False,0.0,0.0,0.0,0,64
adaptive_eh,6,128,0.9782000000000001,0,False,0.0,0.0,0.0,0,128
adaptive_eh,7,32,0.9072,0,False,0.0,0.0,0.0,0,32
adaptive_eh,7,64,0.9574,0,False,0.0,0.0,0.0,0,64
adaptive_eh,7,128,0.9816,0,False,0.0,0.0,0.0,0,128
adaptive_eh,8,32,0.9,0,False,0.0,0.0,0.0,0,32
adaptive_eh,8,64,0.953,0,False,0.0,0.0,0.0,0,64
adaptive_eh,8,128,0.9848000000000001,0,False,0.0,0.0,0.0,0,128
adaptive_eh,9,32,0.8992,0,False,0.0,0.0,0.0,0,32
adaptive_eh,9,64,0.95,0,False,0.0,0.0,0.0,0,64
adaptive_eh,9,128,0.9792000000000001,0,False,0.0,0.0,0.0,0,128
adaptive_eh,10,32,0.8982,0,False,0.0,0.0,0.0,0,32
adaptive_eh,10,64,0.952,0,False,0.0,0.0,0.0,0,64
adaptive_eh,10,128,0.98,0,False,0.0,0.0,0.0,0,128
adaptive_eh,11,32,0.8994000000000001,0,False,0.0,0.0,0.0,0,32
adaptive_eh,11,64,0.9552,0,False,0.0,0.0,0.0,0,64
adaptive_eh,11,128,0.981,0,False,0.0,0.0,0.0,0,128
adaptive_eh,12,32,0.894,0,False,0.0,0.0,0.0,0,32
adaptive_eh,12,64,0.947,0,False,0.0,0.0,0.0,0,64
adaptive_eh,12,128,0.9783999999999999,0,False,0.0,0.0,0.0,0,128
adaptive_eh,13,32,0.7624000000000001,17004,False,0.0,0.0,0.0,0,32
adaptive_eh,13,64,0.8676,17004,False,0.0,0.0,0.0,0,64
adaptive_eh,13,128,0.934,17004,False,0.0,0.0,0.0,0,128
adaptive_eh,14,32,0.7652,28348,False,0.0,0.0,0.0,0,32
adaptive_eh,14,64,0.869,28348,False,0.0,0.0,0.0,0,64
adaptive_eh,14,128,0.9322,28348,False,0.0,0.0,0.0,0,128
adaptive_eh,15,32,0.7746000000000001,33284,False,0.0,0.0,0.0,0,32
adaptive_eh,15,64,0.875,33284,False,0.0,0.0,0.0,0,64
adaptive_eh,15,128,0.9334000000000001,33284,False,0.0,0.0,0.0,0,128
adaptive_eh,16,32,0.787,38840,False,0.0,0.0,0.0,0,32
adaptive_eh,16,64,0.8752000000000001,38840,False,0.0,0.0,0.0,0,64
adaptive_eh,16,128,0.9366,38840,False,0.0,0.0,0.0,0,128
adaptive_eh,17,32,0.775,43570,False,0.0,0.0,0.0,0,32
adaptive_eh,17,64,0.8796,43570,False,0.0,0.0,0.0,0,64
adaptive_eh,17,128,0.9366000000000001,43570,False,0.0,0.0,0.0,0,128
adaptive_eh,18,32,0.771,48010,False,0.0,0.0,0.0,0,32
adaptive_eh,18,64,0.8737999999999999,48010,False,0.0,0.0,0.0,0,64
adaptive_eh,18,128,0.9364000000000001,48010,False,0.0,0.0,0.0,0,128
adaptive_eh,19,32,0.779,52800,False,0.0,0.0,0.0,0,32
adaptive_eh,19,64,0.8767999999999999,52800,False,0.0,0.0,0.0,0,64
adaptive_eh,19,128,0.9380000000000002,52800,False,0.0,0.0,0.0,0,128
adaptive_eh,20,32,0.7704000000000001,57245,False,0.0,0.0,0.0,0,32
adaptive_eh,20,64,0.8658,57245,False,0.0,0.0,0.0,0,64
adaptive_eh,20,128,0.9364,57245,False,0.0,0.0,0.0,0,128
adaptive_eh,21,32,0.7916000000000001,57245,False,0.0,0.0,0.0,0,32
adaptive_eh,21,64,0.875,57245,False,0.0,0.0,0.0,0,64
adaptive_eh,21,128,0.9342,57245,False,0.0,0.0,0.0,0,128
adaptive_eh,22,32,0.7704,57245,False,0.0,0.0,0.0,0,32
adaptive_eh,22,64,0.8814000000000001,57245,False,0.0,0.0,0.0,0,64
adaptive_eh,22,128,0.9412,57245,False,0.0,0.0,0.0,0,128
adaptive_eh,23,32,0.8066,57245,False,0.0,0.0,0.0,0,32
adaptive_eh,23,64,0.8938,57245,False,0.0,0.0,0.0,0,64
adaptive_eh,23,128,0.9482,57245,False,0.0,0.0,0.0,0,128
adaptive_eh,24,32,0.7860000000000001,57245,False,0.0,0.0,0.0,0,32
adaptive_eh,24,64,0.8858,57245,False,0.0,0.0,0.0,0,64
adaptive_eh,24,128,0.9412,57245,False,0.0,0.0,0.0,0,128
ef_escalate_slide,0,32,0.8986000000000002,0,False,0.0,0.0,0.0,45,32
ef_escalate_slide,0,64,0.9526000000000001,0,False,0.0,0.0,0.0,45,32
ef_escalate_slide,0,128,0.977,0,False,0.0,0.0,0.0,45,32
ef_escalate_slide,1,32,0.906,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide,1,64,0.9542,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide,1,128,0.981,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide,2,32,0.9102,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide,2,64,0.958,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide,2,128,0.9822000000000001,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide,3,32,0.8986000000000002,0,False,0.0,0.0,0.0,41,32
ef_escalate_slide,3,64,0.951,0,False,0.0,0.0,0.0,41,32
ef_escalate_slide,3,128,0.9774,0,False,0.0,0.0,0.0,41,32
ef_escalate_slide,4,32,0.9044,0,False,0.0,0.0,0.0,58,32
ef_escalate_slide,4,64,0.9526000000000001,0,False,0.0,0.0,0.0,58,32
ef_escalate_slide,4,128,0.978,0,False,0.0,0.0,0.0,58,32
ef_escalate_slide,5,32,0.8916000000000001,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide,5,64,0.9484000000000001,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide,5,128,0.9772000000000001,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide,6,32,0.8892,0,False,0.0,0.0,0.0,63,32
ef_escalate_slide,6,64,0.9498000000000001,0,False,0.0,0.0,0.0,63,32
ef_escalate_slide,6,128,0.9782000000000001,0,False,0.0,0.0,0.0,63,32
ef_escalate_slide,7,32,0.9072,0,True,1.4824561403508771,1.1266666666666667,0.76,49,64
ef_escalate_slide,7,64,0.9574,0,True,1.4824561403508771,1.1266666666666667,0.76,49,64
ef_escalate_slide,7,128,0.9816,0,True,1.4824561403508771,1.1266666666666667,0.76,49,64
ef_escalate_slide,8,32,0.9,0,True,1.8037383177570092,1.2866666666666666,0.7133333333333334,46,64
ef_escalate_slide,8,64,0.953,0,True,1.8037383177570092,1.2866666666666666,0.7133333333333334,46,64
ef_escalate_slide,8,128,0.9848000000000001,0,True,1.8037383177570092,1.2866666666666666,0.7133333333333334,46,64
ef_escalate_slide,9,32,0.8992,0,True,1.2080536912751678,1.2,0.9933333333333333,40,64
ef_escalate_slide,9,64,0.95,0,True,1.2080536912751678,1.2,0.9933333333333333,40,64
ef_escalate_slide,9,128,0.9792000000000001,0,True,1.2080536912751678,1.2,0.9933333333333333,40,64
ef_escalate_slide,10,32,0.8982,0,False,0.9620253164556963,1.0133333333333334,1.0533333333333332,51,32
ef_escalate_slide,10,64,0.952,0,False,0.9620253164556963,1.0133333333333334,1.0533333333333332,51,32
ef_escalate_slide,10,128,0.98,0,False,0.9620253164556963,1.0133333333333334,1.0533333333333332,51,32
ef_escalate_slide,11,32,0.8994000000000001,0,False,0.752577319587629,0.9733333333333334,1.2933333333333332,50,32
ef_escalate_slide,11,64,0.9552,0,False,0.752577319587629,0.9733333333333334,1.2933333333333332,50,32
ef_escalate_slide,11,128,0.981,0,False,0.752577319587629,0.9733333333333334,1.2933333333333332,50,32
ef_escalate_slide,12,32,0.894,0,False,0.8157894736842106,1.0333333333333334,1.2666666666666666,49,32
ef_escalate_slide,12,64,0.947,0,False,0.8157894736842106,1.0333333333333334,1.2666666666666666,49,32
ef_escalate_slide,12,128,0.9783999999999999,0,False,0.8157894736842106,1.0333333333333334,1.2666666666666666,49,32
ef_escalate_slide,13,32,0.7624000000000001,0,False,1.1184210526315788,1.1333333333333333,1.0133333333333334,48,32
ef_escalate_slide,13,64,0.8676,0,False,1.1184210526315788,1.1333333333333333,1.0133333333333334,48,32
ef_escalate_slide,13,128,0.934,0,False,1.1184210526315788,1.1333333333333333,1.0133333333333334,48,32
ef_escalate_slide,14,32,0.7652,0,True,1.792857142857143,1.6733333333333333,0.9333333333333333,50,64
ef_escalate_slide,14,64,0.869,0,True,1.792857142857143,1.6733333333333333,0.9333333333333333,50,64
ef_escalate_slide,14,128,0.9322,0,True,1.792857142857143,1.6733333333333333,0.9333333333333333,50,64
ef_escalate_slide,15,32,0.7746000000000001,0,True,1.9342105263157894,1.96,1.0133333333333334,49,64
ef_escalate_slide,15,64,0.875,0,True,1.9342105263157894,1.96,1.0133333333333334,49,64
ef_escalate_slide,15,128,0.9334000000000001,0,True,1.9342105263157894,1.96,1.0133333333333334,49,64
ef_escalate_slide,16,32,0.7847999999999999,0,True,1.9322033898305084,2.28,1.18,40,64
ef_escalate_slide,16,64,0.874,0,True,1.9322033898305084,2.28,1.18,40,64
ef_escalate_slide,16,128,0.9362,0,True,1.9322033898305084,2.28,1.18,40,64
ef_escalate_slide,17,32,0.774,0,True,1.4000000000000001,2.1,1.5,46,64
ef_escalate_slide,17,64,0.879,0,True,1.4000000000000001,2.1,1.5,46,64
ef_escalate_slide,17,128,0.9364000000000001,0,True,1.4000000000000001,2.1,1.5,46,64
ef_escalate_slide,18,32,0.7692,0,False,1.074468085106383,2.02,1.88,48,32
ef_escalate_slide,18,64,0.8732000000000001,0,False,1.074468085106383,2.02,1.88,48,32
ef_escalate_slide,18,128,0.936,0,False,1.074468085106383,2.02,1.88,48,32
ef_escalate_slide,19,32,0.7766000000000001,0,False,1.0476190476190477,2.2,2.1,61,32
ef_escalate_slide,19,64,0.8756,0,False,1.0476190476190477,2.2,2.1,61,32
ef_escalate_slide,19,128,0.9376000000000001,0,False,1.0476190476190477,2.2,2.1,61,32
ef_escalate_slide,20,32,0.7647999999999999,0,False,1.18,2.36,2.0,55,32
ef_escalate_slide,20,64,0.8622000000000001,0,False,1.18,2.36,2.0,55,32
ef_escalate_slide,20,128,0.9346,0,False,1.18,2.36,2.0,55,32
ef_escalate_slide,21,32,0.7844000000000001,0,False,1.1365079365079365,2.3866666666666667,2.1,34,32
ef_escalate_slide,21,64,0.8694,0,False,1.1365079365079365,2.3866666666666667,2.1,34,32
ef_escalate_slide,21,128,0.9328,0,False,1.1365079365079365,2.3866666666666667,2.1,34,32
ef_escalate_slide,22,32,0.7686000000000001,0,False,1.0363636363636362,2.28,2.2,57,32
ef_escalate_slide,22,64,0.8806000000000002,0,False,1.0363636363636362,2.28,2.2,57,32
ef_escalate_slide,22,128,0.941,0,False,1.0363636363636362,2.28,2.2,57,32
ef_escalate_slide,23,32,0.7994000000000001,0,False,1.0171919770773639,2.3666666666666667,2.3266666666666667,40,32
ef_escalate_slide,23,64,0.8912,0,False,1.0171919770773639,2.3666666666666667,2.3266666666666667,40,32
ef_escalate_slide,23,128,0.9474000000000001,0,False,1.0171919770773639,2.3666666666666667,2.3266666666666667,40,32
ef_escalate_slide,24,32,0.781,0,False,0.8652291105121295,2.14,2.473333333333333,50,32
ef_escalate_slide,24,64,0.8836,0,False,0.8652291105121295,2.14,2.473333333333333,50,32
ef_escalate_slide,24,128,0.9406,0,False,0.8652291105121295,2.14,2.473333333333333,50,32
ef_escalate_slide_gateway,0,32,0.8986000000000002,0,False,0.0,0.0,0.0,45,32
ef_escalate_slide_gateway,0,64,0.9526000000000001,0,False,0.0,0.0,0.0,45,32
ef_escalate_slide_gateway,0,128,0.977,0,False,0.0,0.0,0.0,45,32
ef_escalate_slide_gateway,1,32,0.906,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide_gateway,1,64,0.9542,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide_gateway,1,128,0.981,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide_gateway,2,32,0.9102,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide_gateway,2,64,0.958,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide_gateway,2,128,0.9822000000000001,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide_gateway,3,32,0.8986000000000002,0,False,0.0,0.0,0.0,41,32
ef_escalate_slide_gateway,3,64,0.951,0,False,0.0,0.0,0.0,41,32
ef_escalate_slide_gateway,3,128,0.9774,0,False,0.0,0.0,0.0,41,32
ef_escalate_slide_gateway,4,32,0.9044,0,False,0.0,0.0,0.0,58,32
ef_escalate_slide_gateway,4,64,0.9526000000000001,0,False,0.0,0.0,0.0,58,32
ef_escalate_slide_gateway,4,128,0.978,0,False,0.0,0.0,0.0,58,32
ef_escalate_slide_gateway,5,32,0.8916000000000001,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide_gateway,5,64,0.9484000000000001,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide_gateway,5,128,0.9772000000000001,0,False,0.0,0.0,0.0,50,32
ef_escalate_slide_gateway,6,32,0.8892,0,False,0.0,0.0,0.0,63,32
ef_escalate_slide_gateway,6,64,0.9498000000000001,0,False,0.0,0.0,0.0,63,32
ef_escalate_slide_gateway,6,128,0.9782000000000001,0,False,0.0,0.0,0.0,63,32
ef_escalate_slide_gateway,7,32,0.9194,5428,True,1.4824561403508771,1.1266666666666667,0.76,500,64
ef_escalate_slide_gateway,7,64,0.969,5428,True,1.4824561403508771,1.1266666666666667,0.76,500,64
ef_escalate_slide_gateway,7,128,0.9844,5428,True,1.4824561403508771,1.1266666666666667,0.76,500,64
ef_escalate_slide_gateway,8,32,0.9166000000000001,9906,True,1.7289719626168225,1.2333333333333334,0.7133333333333334,500,64
ef_escalate_slide_gateway,8,64,0.97,9906,True,1.7289719626168225,1.2333333333333334,0.7133333333333334,500,64
ef_escalate_slide_gateway,8,128,0.9862000000000001,9906,True,1.7289719626168225,1.2333333333333334,0.7133333333333334,500,64
ef_escalate_slide_gateway,9,32,0.906,9906,False,1.0671140939597317,1.06,0.9933333333333333,40,32
ef_escalate_slide_gateway,9,64,0.9554000000000001,9906,False,1.0671140939597317,1.06,0.9933333333333333,40,32
ef_escalate_slide_gateway,9,128,0.98,9906,False,1.0671140939597317,1.06,0.9933333333333333,40,32
ef_escalate_slide_gateway,10,32,0.9008,9906,False,0.8227848101265823,0.8666666666666667,1.0533333333333332,51,32
ef_escalate_slide_gateway,10,64,0.9556,9906,False,0.8227848101265823,0.8666666666666667,1.0533333333333332,51,32
ef_escalate_slide_gateway,10,128,0.9804,9906,False,0.8227848101265823,0.8666666666666667,1.0533333333333332,51,32
ef_escalate_slide_gateway,11,32,0.9042,9906,False,0.6914893617021276,0.8666666666666667,1.2533333333333334,50,32
ef_escalate_slide_gateway,11,64,0.96,9906,False,0.6914893617021276,0.8666666666666667,1.2533333333333334,50,32
ef_escalate_slide_gateway,11,128,0.9818,9906,False,0.6914893617021276,0.8666666666666667,1.2533333333333334,50,32
ef_escalate_slide_gateway,12,32,0.8994,9906,False,0.9053254437869822,1.02,1.1266666666666667,49,32
ef_escalate_slide_gateway,12,64,0.9516,9906,False,0.9053254437869822,1.02,1.1266666666666667,49,32
ef_escalate_slide_gateway,12,128,0.9785999999999999,9906,False,0.9053254437869822,1.02,1.1266666666666667,49,32
ef_escalate_slide_gateway,13,32,0.7934000000000001,25279,True,1.2615384615384615,1.0933333333333333,0.8666666666666667,500,64
ef_escalate_slide_gateway,13,64,0.8998,25279,True,1.2615384615384615,1.0933333333333333,0.8666666666666667,500,64
ef_escalate_slide_gateway,13,128,0.9452,25279,True,1.2615384615384615,1.0933333333333333,0.8666666666666667,500,64
ef_escalate_slide_gateway,14,32,0.8016,38249,True,1.7983870967741935,1.4866666666666666,0.8266666666666667,500,64
ef_escalate_slide_gateway,14,64,0.903,38249,True,1.7983870967741935,1.4866666666666666,0.8266666666666667,500,64
ef_escalate_slide_gateway,14,128,0.9456000000000001,38249,True,1.7983870967741935,1.4866666666666666,0.8266666666666667,500,64
ef_escalate_slide_gateway,15,32,0.8038,48921,True,1.7181208053691277,1.7066666666666668,0.9933333333333333,500,64
ef_escalate_slide_gateway,15,64,0.9026000000000001,48921,True,1.7181208053691277,1.7066666666666668,0.9933333333333333,500,64
ef_escalate_slide_gateway,15,128,0.9458,48921,True,1.7181208053691277,1.7066666666666668,0.9933333333333333,500,64
ef_escalate_slide_gateway,16,32,0.8138000000000001,58231,True,1.736842105263158,1.98,1.14,500,64
ef_escalate_slide_gateway,16,64,0.9064,58231,True,1.736842105263158,1.98,1.14,500,64
ef_escalate_slide_gateway,16,128,0.9476000000000001,58231,True,1.736842105263158,1.98,1.14,500,64
ef_escalate_slide_gateway,17,32,0.8078000000000001,66500,True,1.3578431372549018,1.8466666666666667,1.36,500,64
ef_escalate_slide_gateway,17,64,0.9122,66500,True,1.3578431372549018,1.8466666666666667,1.36,500,64
ef_escalate_slide_gateway,17,128,0.9488,66500,True,1.3578431372549018,1.8466666666666667,1.36,500,64
ef_escalate_slide_gateway,18,32,0.789,66500,False,1.0441767068273093,1.7333333333333334,1.66,48,32
ef_escalate_slide_gateway,18,64,0.8908,66500,False,1.0441767068273093,1.7333333333333334,1.66,48,32
ef_escalate_slide_gateway,18,128,0.942,66500,False,1.0441767068273093,1.7333333333333334,1.66,48,32
ef_escalate_slide_gateway,19,32,0.7934000000000001,66500,False,1.0110294117647058,1.8333333333333333,1.8133333333333332,61,32
ef_escalate_slide_gateway,19,64,0.8944000000000001,66500,False,1.0110294117647058,1.8333333333333333,1.8133333333333332,61,32
ef_escalate_slide_gateway,19,128,0.9444000000000001,66500,False,1.0110294117647058,1.8333333333333333,1.8133333333333332,61,32
ef_escalate_slide_gateway,20,32,0.784,66500,False,1.1056603773584905,1.9533333333333334,1.7666666666666666,55,32
ef_escalate_slide_gateway,20,64,0.8804000000000001,66500,False,1.1056603773584905,1.9533333333333334,1.7666666666666666,55,32
ef_escalate_slide_gateway,20,128,0.9402,66500,False,1.1056603773584905,1.9533333333333334,1.7666666666666666,55,32
ef_escalate_slide_gateway,21,32,0.8032,66500,False,1.1917293233082706,2.1133333333333333,1.7733333333333334,34,32
ef_escalate_slide_gateway,21,64,0.89,66500,False,1.1917293233082706,2.1133333333333333,1.7733333333333334,34,32
ef_escalate_slide_gateway,21,128,0.9406,66500,False,1.1917293233082706,2.1133333333333333,1.7733333333333334,34,32
ef_escalate_slide_gateway,22,32,0.7836,66500,False,1.1381818181818182,2.0866666666666664,1.8333333333333333,57,32
ef_escalate_slide_gateway,22,64,0.8942,66500,False,1.1381818181818182,2.0866666666666664,1.8333333333333333,57,32
ef_escalate_slide_gateway,22,128,0.9470000000000001,66500,False,1.1381818181818182,2.0866666666666664,1.8333333333333333,57,32
ef_escalate_slide_gateway,23,32,0.818,66500,False,1.1660899653979238,2.2466666666666666,1.9266666666666667,40,32
ef_escalate_slide_gateway,23,64,0.908,66500,False,1.1660899653979238,2.2466666666666666,1.9266666666666667,40,32
ef_escalate_slide_gateway,23,128,0.9538000000000002,66500,False,1.1660899653979238,2.2466666666666666,1.9266666666666667,40,32
ef_escalate_slide_gateway,24,32,0.7958000000000001,66500,False,0.9651898734177216,2.033333333333333,2.1066666666666665,50,32
ef_escalate_slide_gateway,24,64,0.8994000000000001,66500,False,0.9651898734177216,2.033333333333333,2.1066666666666665,50,32
ef_escalate_slide_gateway,24,128,0.9472,66500,False,0.9651898734177216,2.033333333333333,2.1066666666666665,50,32
