condition,epoch,ef,recall,edge_count,n_escalated
static,21,32,0.7844000000000001,0,0
static,21,64,0.8694,0,0
static,21,128,0.9328,0,0
static,22,32,0.7686000000000001,0,0
static,22,64,0.8806000000000002,0,0
static,22,128,0.941,0,0
static,23,32,0.7994000000000001,0,0
static,23,64,0.8912,0,0
static,23,128,0.9474000000000001,0,0
static,24,32,0.781,0,0
static,24,64,0.8836,0,0
static,24,128,0.9406,0,0
adaptive_eh,0,32,0.8986000000000002,0,0
adaptive_eh,0,64,0.9526000000000001,0,0
adaptive_eh,0,128,0.977,0,0
adaptive_eh,1,32,0.906,0,0
adaptive_eh,1,64,0.9542,0,0
adaptive_eh,1,128,0.981,0,0
adaptive_eh,2,32,0.9102,0,0
adaptive_eh,2,64,0.958,0,0
adaptive_eh,2,128,0.9822000000000001,0,0
adaptive_eh,3,32,0.8986000000000002,0,0
adaptive_eh,3,64,0.951,0,0
adaptive_eh,3,128,0.9774,0,0
adaptive_eh,4,32,0.9044,0,0
adaptive_eh,4,64,0.9526000000000001,0,0
adaptive_eh,4,128,0.978,0,0
adaptive_eh,5,32,0.8916000000000001,0,0
adaptive_eh,5,64,0.9484000000000001,0,0
adaptive_eh,5,128,0.9772000000000001,0,0
adaptive_eh,6,32,0.8892,0,0
adaptive_eh,6,64,0.9498000000000001,0,0
adaptive_eh,6,128,0.9782000000000001,0,0
adaptive_eh,7,32,0.9072,0,0
adaptive_eh,7,64,0.9574,0,0
adaptive_eh,7,128,0.9816,0,0
adaptive_eh,8,32,0.9,0,0
adaptive_eh,8,64,0.953,0,0
adaptive_eh,8,128,0.9848000000000001,0,0
adaptive_eh,9,32,0.8992,0,0
adaptive_eh,9,64,0.95,0,0
adaptive_eh,9,128,0.9792000000000001,0,0
adaptive_eh,10,32,0.8982,0,0
adaptive_eh,10,64,0.952,0,0
adaptive_eh,10,128,0.98,0,0
adaptive_eh,11,32,0.8994000000000001,0,0
adaptive_eh,11,64,0.9552,0,0
adaptive_eh,11,128,0.981,0,0
adaptive_eh,12,32,0.894,0,0
adaptive_eh,12,64,0.947,0,0
adaptive_eh,12,128,0.9783999999999999,0,0
adaptive_eh,13,32,0.7624000000000001,17004,0
adaptive_eh,13,64,0.8676,17004,0
adaptive_eh,13,128,0.934,17004,0
adaptive_eh,14,32,0.7652,28348,0
adaptive_eh,14,64,0.869,28348,0
adaptive_eh,14,128,0.9322,28348,0
adaptive_eh,15,32,0.7746000000000001,33284,0
adaptive_eh,15,64,0.875,33284,0
adaptive_eh,15,128,0.9334000000000001,33284,0
adaptive_eh,16,32,0.787,38840,0
adaptive_eh,16,64,0.8752000000000001,38840,0
adaptive_eh,16,128,0.9366,38840,0
adaptive_eh,17,32,0.775,43570,0
adaptive_eh,17,64,0.8796,43570,0
adaptive_eh,17,128,0.9366000000000001,43570,0
adaptive_eh,18,32,0.7702,48010,0
adaptive_eh,18,64,0.8734000000000001,48010,0
adaptive_eh,18,128,0.9362,48010,0
adaptive_eh,19,32,0.779,52800,0
adaptive_eh,19,64,0.8767999999999999,52800,0
adaptive_eh,19,128,0.9378000000000002,52800,0
adaptive_eh,20,32,0.7704000000000001,57245,0
adaptive_eh,20,64,0.8658,57245,0
adaptive_eh,20,128,0.9364,57245,0
adaptive_eh,21,32,0.7916,57245,0
adaptive_eh,21,64,0.875,57245,0
adaptive_eh,21,128,0.934,57245,0
adaptive_eh,22,32,0.7706000000000001,57245,0
adaptive_eh,22,64,0.8814000000000001,57245,0
adaptive_eh,22,128,0.9412,57245,0
adaptive_eh,23,32,0.8056,57245,0
adaptive_eh,23,64,0.8932,57245,0
adaptive_eh,23,128,0.9482,57245,0
adaptive_eh,24,32,0.7860000000000001,57245,0
adaptive_eh,24,64,0.8858,57245,0
adaptive_eh,24,128,0.9412,57245,0
ef_escalation_2x,0,32,0.9308,0,137
ef_escalation_2x,0,64,0.9698,0,148
ef_escalation_2x,0,128,0.9886,0,152
ef_escalation_2x,1,32,0.9314000000000001,0,120
ef_escalation_2x,1,64,0.9694,0,131
ef_escalation_2x,1,128,0.9888000000000001,0,135
ef_escalation_2x,2,32,0.9376,0,114
ef_escalation_2x,2,64,0.9742000000000001,0,122
ef_escalation_2x,2,128,0.99,0,124
ef_escalation_2x,3,32,0.9262,0,133
ef_escalation_2x,3,64,0.9706,0,138
ef_escalation_2x,3,128,0.9867999999999999,0,140
ef_escalation_2x,4,32,0.9286000000000001,0,121
ef_escalation_2x,4,64,0.9686,0,127
ef_escalation_2x,4,128,0.9864,0,128
ef_escalation_2x,5,32,0.9156000000000002,0,118
ef_escalation_2x,5,64,0.9676000000000001,0,127
ef_escalation_2x,5,128,0.9864,0,129
ef_escalation_2x,6,32,0.9188,0,124
ef_escalation_2x,6,64,0.9664,0,128
ef_escalation_2x,6,128,0.9868000000000001,0,130
ef_escalation_2x,7,32,0.9302,0,110
ef_escalation_2x,7,64,0.9734,0,123
ef_escalation_2x,7,128,0.9902000000000001,0,126
ef_escalation_2x,8,32,0.9238,0,110
ef_escalation_2x,8,64,0.9762000000000001,0,115
ef_escalation_2x,8,128,0.9912,0,117
ef_escalation_2x,9,32,0.9246,0,121
ef_escalation_2x,9,64,0.9676000000000001,0,126
ef_escalation_2x,9,128,0.987,0,132
ef_escalation_2x,10,32,0.9242000000000001,0,118
ef_escalation_2x,10,64,0.9704,0,127
ef_escalation_2x,10,128,0.9872000000000001,0,126
ef_escalation_2x,11,32,0.9226000000000001,0,111
ef_escalation_2x,11,64,0.972,0,117
ef_escalation_2x,11,128,0.9882000000000001,0,119
ef_escalation_2x,12,32,0.9256,0,130
ef_escalation_2x,12,64,0.9716,0,138
ef_escalation_2x,12,128,0.9884000000000001,0,141
ef_escalation_2x,13,32,0.811,0,201
ef_escalation_2x,13,64,0.9092,0,206
ef_escalation_2x,13,128,0.9612,0,209
ef_escalation_2x,14,32,0.815,0,201
ef_escalation_2x,14,64,0.9042,0,215
ef_escalation_2x,14,128,0.9594000000000001,0,213
ef_escalation_2x,15,32,0.8274,0,184
ef_escalation_2x,15,64,0.908,0,194
ef_escalation_2x,15,128,0.9566000000000001,0,205
ef_escalation_2x,16,32,0.8288,0,203
ef_escalation_2x,16,64,0.9102,0,206
ef_escalation_2x,16,128,0.9616,0,213
ef_escalation_2x,17,32,0.822,0,181
ef_escalation_2x,17,64,0.9084000000000001,0,185
ef_escalation_2x,17,128,0.9582,0,190
ef_escalation_2x,18,32,0.8182,0,188
ef_escalation_2x,18,64,0.9102,0,199
ef_escalation_2x,18,128,0.9602,0,202
ef_escalation_2x,19,32,0.8214000000000001,0,191
ef_escalation_2x,19,64,0.9114000000000001,0,195
ef_escalation_2x,19,128,0.9634000000000001,0,201
ef_escalation_2x,20,32,0.8076,0,170
ef_escalation_2x,20,64,0.9006000000000001,0,184
ef_escalation_2x,20,128,0.959,0,196
ef_escalation_2x,21,32,0.8238000000000001,0,198
ef_escalation_2x,21,64,0.9056000000000002,0,210
ef_escalation_2x,21,128,0.9598000000000001,0,215
ef_escalation_2x,22,32,0.8222,0,195
ef_escalation_2x,22,64,0.916,0,205
ef_escalation_2x,22,128,0.9608000000000001,0,209
ef_escalation_2x,23,32,0.8418000000000001,0,182
ef_escalation_2x,23,64,0.9234000000000001,0,185
ef_escalation_2x,23,128,0.9674,0,195
ef_escalation_2x,24,32,0.8282,0,193
ef_escalation_2x,24,64,0.917,0,201
ef_escalation_2x,24,128,0.9642000000000001,0,202
ef_escalation_4x,0,32,0.9486,0,137
ef_escalation_4x,0,64,0.9805999999999999,0,148
ef_escalation_4x,0,128,0.9927999999999999,0,152
ef_escalation_4x,1,32,0.9468000000000001,0,120
ef_escalation_4x,1,64,0.9766,0,131
ef_escalation_4x,1,128,0.992,0,135
ef_escalation_4x,2,32,0.9538,0,114
ef_escalation_4x,2,64,0.9818,0,122
ef_escalation_4x,2,128,0.9954,0,124
ef_escalation_4x,3,32,0.9456,0,133
ef_escalation_4x,3,64,0.98,0,138
ef_escalation_4x,3,128,0.9934000000000001,0,140
ef_escalation_4x,4,32,0.9442,0,121
ef_escalation_4x,4,64,0.9762000000000001,0,127
ef_escalation_4x,4,128,0.9914000000000001,0,128
ef_escalation_4x,5,32,0.934,0,118
ef_escalation_4x,5,64,0.9768,0,127
ef_escalation_4x,5,128,0.9914,0,129
ef_escalation_4x,6,32,0.9358000000000001,0,124
ef_escalation_4x,6,64,0.9744,0,128
ef_escalation_4x,6,128,0.993,0,130
ef_escalation_4x,7,32,0.9454,0,110
ef_escalation_4x,7,64,0.9812000000000001,0,123
ef_escalation_4x,7,128,0.9937999999999999,0,126
ef_escalation_4x,8,32,0.947,0,110
ef_escalation_4x,8,64,0.9826000000000001,0,115
ef_escalation_4x,8,128,0.9947999999999999,0,117
ef_escalation_4x,9,32,0.9432,0,121
ef_escalation_4x,9,64,0.9754,0,126
ef_escalation_4x,9,128,0.994,0,132
ef_escalation_4x,10,32,0.9424000000000001,0,118
ef_escalation_4x,10,64,0.9776,0,127
ef_escalation_4x,10,128,0.9918,0,126
ef_escalation_4x,11,32,0.939,0,111
ef_escalation_4x,11,64,0.9783999999999999,0,117
ef_escalation_4x,11,128,0.9918,0,119
ef_escalation_4x,12,32,0.9492,0,130
ef_escalation_4x,12,64,0.9808,0,138
ef_escalation_4x,12,128,0.9934000000000001,0,141
ef_escalation_4x,13,32,0.8518000000000001,0,201
ef_escalation_4x,13,64,0.9358000000000001,0,206
ef_escalation_4x,13,128,0.9724,0,209
ef_escalation_4x,14,32,0.849,0,201
ef_escalation_4x,14,64,0.9316,0,215
ef_escalation_4x,14,128,0.9710000000000001,0,213
ef_escalation_4x,15,32,0.8590000000000001,0,184
ef_escalation_4x,15,64,0.9282,0,194
ef_escalation_4x,15,128,0.9694,0,205
ef_escalation_4x,16,32,0.8638000000000002,0,203
ef_escalation_4x,16,64,0.9346000000000001,0,206
ef_escalation_4x,16,128,0.9732000000000001,0,213
ef_escalation_4x,17,32,0.851,0,181
ef_escalation_4x,17,64,0.9302,0,185
ef_escalation_4x,17,128,0.9686000000000001,0,190
ef_escalation_4x,18,32,0.8548000000000001,0,188
ef_escalation_4x,18,64,0.9336,0,199
ef_escalation_4x,18,128,0.9728000000000001,0,202
ef_escalation_4x,19,32,0.8564,0,191
ef_escalation_4x,19,64,0.9362,0,195
ef_escalation_4x,19,128,0.9732000000000001,0,201
ef_escalation_4x,20,32,0.8424,0,170
ef_escalation_4x,20,64,0.9238000000000001,0,184
ef_escalation_4x,20,128,0.9706,0,196
ef_escalation_4x,21,32,0.8594,0,198
ef_escalation_4x,21,64,0.9318,0,210
ef_escalation_4x,21,128,0.97,0,215
ef_escalation_4x,22,32,0.8558,0,195
ef_escalation_4x,22,64,0.9356,0,205
ef_escalation_4x,22,128,0.972,0,209
ef_escalation_4x,23,32,0.8748,0,182
ef_escalation_4x,23,64,0.9426,0,185
ef_escalation_4x,23,128,0.9782000000000001,0,195
ef_escalation_4x,24,32,0.8608000000000001,0,193
ef_escalation_4x,24,64,0.94,0,201
ef_escalation_4x,24,128,0.9746,0,202
oracle_ef128,0,128,0.977,0,500
oracle_ef128,1,128,0.981,0,500
oracle_ef128,2,128,0.9822000000000001,0,500
oracle_ef128,3,128,0.9774,0,500
oracle_ef128,4,128,0.978,0,500
oracle_ef128,5,128,0.9772000000000001,0,500
oracle_ef128,6,128,0.9782000000000001,0,500
oracle_ef128,7,128,0.9816,0,500
oracle_ef128,8,128,0.9848000000000001,0,500
oracle_ef128,9,128,0.9792000000000001,0,500
oracle_ef128,10,128,0.98,0,500
oracle_ef128,11,128,0.981,0,500
oracle_ef128,12,128,0.9783999999999999,0,500
oracle_ef128,13,128,0.934,0,500
oracle_ef128,14,128,0.9322,0,500
oracle_ef128,15,128,0.9334000000000001,0,500
oracle_ef128,16,128,0.9362,0,500
oracle_ef128,17,128,0.9364000000000001,0,500
oracle_ef128,18,128,0.936,0,500
oracle_ef128,19,128,0.9376000000000001,0,500
oracle_ef128,20,128,0.9346,0,500
oracle_ef128,21,128,0.9328,0,500
oracle_ef128,22,128,0.941,0,500
oracle_ef128,23,128,0.9474000000000001,0,500
oracle_ef128,24,128,0.9406,0,500
